{'CALIB_RAW_DAC_START_I': 229376, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 2, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
CB9AD,CBA2C,CBB8A
D8BAB,D8C5D,D8B7F
C11C9,C1078,C1109
D8C59,D8BE1,D8BF9
C130A,C12F5,C1132
D8B18,D8CF2,D8C98
C1227,C116A,C1222
D8BCA,D8CFD,D8B8D
C1087,C10A1,C1206
D8D34,D8BB6,D8CEF
C1069,C1227,C1240
D8BA8,D8BF0,D8BDF
C10D3,C1277,C11AE
D8AEB,D8BCE,D8B95
C11D9,C1244,C117D
D8C8D,D8B1C,D8C6F
C13E1,C1133,C0FF4
D8A8B,D8C45,D8BFD
C104D,C0EE5,C1211
D89CC,D8B1B,D8D4C
C1118,C112B,C10CC
D8986,D8B4F,D8AB3
C122B,C1198,C110E
D8C5D,D8AE5,D8C38
C1130,C105D,C1079
D8AC7,D8CF7,D8B79
C11A5,C12A7,C10A9
D8B48,D8BCC,D8B63
C1157,C1233,C1027
D8D2B,D8D1D,D8F17
C10CF,C121A,C0FCD
D8A45,D8C40,D8A80
C0F41,C104A,C0EAA
D8B93,D8CA0,D8C81
C117C,C1111,C1056
D8BDB,D8CB8,D8B73
C1146,C12F2,C1206
D8B55,D8C49,D8E67
C123A,C1225,C1205
D8B37,D8D32,D8D23
C1243,C12DB,C130C
D8D8B,D8BDC,D8DE1
C139E,C12C5,C129F
D8D29,D8D22,D8BD6
C10D9,C1180,C10B2
D8BDE,D8C56,D8BB2
C12D6,C101C,C103E
D8CE6,D8BB5,D8CA0
C130E,C11BB,C123E
D8DDB,D8D62,D8C7D
C114C,C0FA9,C114D
D8C40,D8B8C,D8C6C
C101C,C1174,C1101
D8BCD,D8C10,D8C70
C12CC,C13EB,C13DB
D8BD8,D8B38,D8E0E
C12B4,C1288,C1221
D8D46,D8CFE,D8E45
C14C4,C12A4,C123F
D8DBC,D8D93,D8E7E
C1337,C12B1,C12C2
D8D14,D8D4D,D8E01
C13AC,C13C3,C1328
D8C03,D8E89,D8BD6
C11C7,C116D,C10BF
D8BC8,D8C21,D8AC8
C116B,C1359,C12D1
D8D42,D8CD4,D8D5A
C1208,C1224,C1262
D8C91,D8D17,D8B0E
C157C,C1257,C1320
D8CF6,D8DB5,D8C46
C13B5,C129F,C13E5
D8EDB,D8DDB,D8DB3
C138D,C11FF,C129D
D8AD5,D8E94,D8F40
C1285,C1198,C1291
D8C34,D8CF0,D8ADA
C13F8,C127D,C1226
D8D65,D8D90,D8C65
C0FE8,C1247,C11ED
D8C6E,D8D30,D8BCB
C146E,C12F7,C138B
D8DD5,D8DA6,D8C84
C1266,C14BC,C12FD
D8A9D,D8F0F,D8CA7
C1424,C1239,C13E2
D8B4E,D8CD4,D8C08
C11DD,C131A,C12FA
D8D28,D8DA3,D8CF1
C1415,C1336,C11C6
D8E94,D8BFE,D8E46
C1554,C1328,C1426
D8DC7,D8F29,D9034
C1245,C15A2,C1283
D8EF4,D8E07,D8D66
C1331,C1269,C145E
D8D5F,D8D1E,D8C2D
C1415,C1163,C1206
D8CB1,D8DB8,D8F59
C1517,C1317,C1454
D8E21,D8DBC,D8E03
C1362,C1358,C129E
D8D4E,D8D9A,D8CFC
C12DB,C13FE,C14B6
D8DAB,D8DFB,D8ECD
C1305,C12D6,C14D8
D8D25,D8E0E,D8E78
C1328,C11AB,C12C6
DCE62,DD044,DD01A
BD175,BD19F,BD158
D4AC3,D4C68,D4A28
BD1DA,BD009,BD098
D4A69,D4B8C,D4C15
BD2D6,BCF79,BD25D
D4B2B,D4A49,D4A73
BD213,BD0B9,BD168
D4D3E,D4C11,D4B29
BD3C9,BD1D5,BD2DB
D4AF7,D4B4B,D4C3B
BD006,BD1F9,BD0B8
D4C02,D4BCA,D4B8D
BD045,BCF58,BCFD2
D4A6F,D4B76,D4B5A
BD312,BD13C,BD0B4
D4D09,D4E49,D4D9C
BD371,BD1CC,BD489
D4C94,D4AF6,D4C1B
BD0E9,BD337,BD197
D4ADB,D4A5A,D496B
BD31F,BD231,BD3AD
D4C5D,D4AED,D4D54
BD180,BD12A,BD082
D4B03,D4CF2,D4D14
BD31B,BD1F0,BD435
D4C9E,D4C7D,D4D3F
BD1F4,BD02E,BD0EB
D4C45,D4C9B,D4969
BD347,BD303,BD2DE
D4CCE,D4B17,D4C0F
BD1C6,BD159,BD2CE
D4ABA,D4C10,D4B7F
BD24C,BCFE8,BD00E
D4BB0,D4C3E,D4AED
BD1CF,BD0BB,BD23A
D4CB0,D4ABE,D4E27
BD087,BD175,BCFF3
D4B81,D4DA9,D4BF0
BD33E,BD2A1,BD175
D4ADA,D4D29,D4D41
BD0C5,BD1B4,BD306
D4CDB,D4C20,D4C1D
BD183,BD134,BD237
D4C3F,D4CD4,D4C5B
BD46E,BD319,BD206
D4C1A,D4B3F,D4C65
BD1EB,BD36B,BD27A
D4E57,D4FE4,D4CDA
BD27A,BD2F9,BD330
D4BED,D4CFD,D4DD9
BD21C,BD23C,BD3B5
D4D52,D4D53,D4D95
BD370,BD4FD,BD1AE
D4D4E,D4BBB,D4CA9
BD356,BD1E2,BD1DA
D4BC4,D4F04,D4C71
BD422,BD31F,BD3B7
D4F67,D4D5C,D4DD1
BD568,BD3B6,BD253
D4D0C,D4CFA,D4EE6
BD4EB,BD23D,BD3A2
D4B63,D4D0C,D4CF8
BD26B,BD1EB,BD066
D4A9C,D4A18,D4B0E
BD220,BD271,BD126
D4C2C,D4D48,D4BD5
BD1D9,BD23D,BD27F
D4D57,D4D98,D4D65
BD118,BD245,BD488
D4B6C,D4D46,D4CF6
BD1F5,BD3DE,BD153
D4DA3,D4BFF,D4BA3
BD52D,BD206,BD15B
D4D94,D4C15,D4D5B
BD313,BD2CF,BD510
D4DA6,D4E00,D4DFD
BD2DE,BD346,BD35D
D4DD0,D4E6B,D4CD2
BD2CD,BD43F,BD419
D4EB1,D4F72,D5038
BD363,BD57F,BD2FE
D4DA3,D4CB5,D4FD7
BD3F4,BD2A4,BD4B6
D4DDA,D4E10,D4F22
BD4E3,BD2A8,BD1E1
D4E9E,D4D3B,D4DEE
BD316,BD4D9,BD2CE
D4ECF,D4EAC,D4F45
BD6FD,BD45E,BD48D
D4DA9,D4E93,D4E6B
BD3EF,BD486,BD4F8
D4E1E,D4CEA,D4FFD
BD360,BD2C9,BD3A6
D4D05,D4D20,D4E6A
BD4FE,BD3F8,BD45F
D4E64,D4C7E,D4E5A
BD48D,BD385,BD322
D4E78,D4D39,D4F38
BD38B,BD4DB,BD36A
D4E77,D4DEC,D4E48
BD468,BD51E,BD43F
D4EA7,D4EFD,D4F20
BD591,BD54F,BD301
D4EB2,D4FA4,D4F07
BD6F6,BD428,BD2FA
D4F64,D5034,D5002
BD699,BD3C9,BD44D
D5035,D4F07,D4F9C
BD4D9,BD50B,BD2F9
D4FAE,D4FF2,D50BC
BD73E,BD6A1,BD56A
D5177,D526E,D5233
BD6E2,BD5A1,BD50B
D518A,D5169,D51D9
BD662,BD70E,BD6B1
D5138,D4F08,D50A5
BD58D,BD69B,BD488
D514F,D501E,D4E61
BD588,BD676,BD71C
D51BB,D51A1,D51C1
BD70A,BD50F,BD6AF
D4FC9,D506C,D5251
BD667,BD78D,BD797
D5143,D5042,D500A
BD691,BD74D,BD688
D512C,D5093,D50C1
BD670,BD727,BD4FA
D4299,D4459,D4443
BDDDB,BDBC6,BDBA4
D55C8,D54E1,D5673
BDBEB,BDC6C,BDCB4
D564F,D565F,D56A6
BDC51,BDB79,BDC2A
D54C3,D5831,D5896
BDD19,BDD26,BDC38
D56BE,D55F6,D5546
BDE4E,BDD6D,BDD16
D5823,D5598,D5641
BDE52,BDD63,BDF16
D5765,D58EA,D576D
BDE32,BDD83,BDC71
D557D,D57AE,D5635
BDD9C,BDDED,BDF00
D584B,D5AB8,D5678
BDD84,BDB56,BDD49
D56C4,D55CD,D548E
BDD9D,BDCF4,BDADE
D5878,D566E,D565F
BDCC5,BDC3A,BDB62
D56A7,D55AE,D5581
BDB7A,BDB69,BDBD3
D54E8,D5634,D5697
BDC2E,BD9FA,BDAF1
D55B8,D5647,D5754
BDBE4,BDB82,BDA17
D568F,D5672,D54FE
BDD24,BDC3E,BDB9E
D5713,D5851,D5809
BDE6D,BDC1A,BDE12
D560C,D56C1,D561F
BDDAE,BDF12,BDCAD
D55DF,D563E,D5540
BDBDB,BDCD7,BDA13
D56F5,D5837,D562B
BDA90,BDBAC,BDC46
D568E,D55ED,D56E6
BDD3F,BDB9A,BDE5D
D57C2,D572B,D5667
BDD8B,BDCCF,BDBFE
D56BD,D57AF,D5618
BDC84,BDE00,BDCF7
D579D,D569D,D5690
BDF4F,BDEF7,BDF1F
D5852,D5800,D5836
BDF3C,BDE45,BDF48
D58EE,D59D0,D59FD
BDED4,BDF95,BDE33
D591D,D59C5,D5967
BDF12,BDE91,BDD34
D57C4,D58A7,D58CB
BDD16,BDF35,BDD22
D591B,D5705,D58FA
BDE1D,BDDEB,BDDA7
D5859,D5873,D59CD
BE052,BDE54,BDCC1
D58F6,D5650,D5756
BDD9E,BDC96,BDDDA
D578F,D57A3,D588F
BDD92,BDF0F,BDE09
D5791,D580E,D58AD
BDE14,BDEE4,BDF44
D56C9,D59C1,D5820
BDD6F,BDC99,BDD61
D5560,D5747,D56D7
BDD0E,BDE23,BDDB2
D58E3,D579D,D5656
BDC96,BDFCF,BDED7
D567D,D5733,D5631
BDC5A,BDEEB,BDD7F
D5912,D590D,D5664
BE019,BDF15,BDD7E
D5870,D5A7D,D5829
BDE33,BDEC5,BDF61
D5882,D5977,D58C7
BDEA4,BDEDF,BDF4A
D5A01,D59DD,D5A2F
BDDB9,BE0D8,BDEC0
D5A9A,D5A58,D5B26
BDF57,BDD37,BE0AA
D5726,D577E,D5A56
BDE98,BE150,BDC6B
D5B28,D5862,D5643
BDE98,BDDFA,BDDB1
D5914,D5878,D592A
BDF6B,BE0E1,BE033
D5AAA,D59E6,D599F
BDEE6,BDF55,BDEF9
D575F,D5920,D5A6B
BDE32,BDD8C,BDDE3
D5954,D5AD8,D592B
BDF19,BDE28,BDEC5
D5950,D590D,D58C7
BDF86,BDF28,BDE87
D5A3A,D5855,D598B
BDEA3,BE14C,BDE6B
D5AFF,D59F4,D59E1
BDF15,BE07B,BDF45
D58FD,D58E9,D5A58
BE12F,BE0C5,BE110
D5C39,D5B50,D5B1B
BE10D,BE108,BE0BD
D5CF8,D58D8,D5A89
BE0AF,BE1AC,BE023
D5AD6,D58EF,D59FB
BDE9C,BE022,BDE9B
D59DF,D5A99,D5B41
BDEAA,BDF13,BE0E0
D5949,D5A6E,D5C1C
BDDCF,BE004,BE07D
D5C5A,D5B60,D5B4D
BDFC5,BDFFA,BE114
D59F7,D5D16,D5BA0
BE1AB,BE0A3,BDFDE
D5CD7,D5B8A,D5DA9
BE02B,BE02D,BE0EE
D59B1,D5D07,D5D1D
BE1BB,BE0ED,BE09A
D5B23,D5A83,D59FD
BDFFC,BE06A,BE228
D5B61,D57DD,D593A
BE02E,BDEE6,BE029
D5B52,D5AFC,D5978
BE116,BE19B,BDFF7
D5CFF,D5C28,D5A94
BE0A2,BDFB2,BE14B
D44FB,D4565,D44E9
BDCA9,BDEC7,BDD92
D57CC,D57E4,D58C2
BDB7A,BDB2F,BDAF3
D59A5,D56FB,D5882
BDE63,BDE9C,BDC97
D5777,D59B8,D5972
BDE72,BDD48,BDD3B
D597A,D58AE,D5703
BDE64,BDE72,BDD38
D57AA,D588C,D584C
BDF3C,BE0F9,BDE4C
D57CC,D57CC,D570E
BDDC7,BDDB0,BDDD5
D57BE,D5882,D59F2
BDF72,BDF13,BDF8B
D5922,D5AB8,D5A5B
BDC6D,BE06E,BE0D9
D59BE,D5A56,D5ACB
BDF55,BDF66,BE0C7
D5982,D58D0,D5A36
BE069,BDFBA,BE05E
D5949,D593A,D594C
BDE94,BDDBE,BE03C
D5A0E,D5B67,D5A25
BDFC6,BE098,BDE78
D58C7,D5988,D59B5
BE000,BDF83,BE0D9
D5A31,D59E9,D5C22
BE21E,BE17B,BE0A5
D5BEF,D5A87,D5AB2
BE0FA,BE1C2,BE0BC
D5CDA,D5A09,D5B0D
BE1D6,BDF73,BE068
D5A2B,D59DE,D599E
BE1C8,BDFAB,BE192
D5AD3,D5BAE,D5AD3
BE027,BE0E1,BDEDE
D59F4,D5A11,D58F7
BE0D2,BE25A,BDECF
D5A4C,D5ABC,D5B75
BDFCF,BDFE0,BDF1B
D59CC,D5B83,D5B6D
BDEA2,BDEE9,BDFC9
D59AF,D5912,D5B14
BE038,BDEDB,BDE89
D5A0A,D5A65,D5A9F
BDE80,BE0E3,BDF21
D5977,D5A6C,D58CF
BDF9B,BDEFA,BE09E
D5B91,D5AC4,D59F8
BDECA,BDE4F,BDF32
D5ADA,D5A6C,D59F2
BDFCC,BE044,BDF63
D5A06,D5A1C,D59F2
BDF4B,BDFBB,BDF26
D5B10,D5C0E,D5BF3
BE158,BE125,BDFF5
D5B56,D5AC3,D589D
BDFFD,BE14F,BDEDE
D5AD0,D5B5B,D5999
BDF5C,BDE75,BDF74
D5B02,D5AC7,D5B5C
BDF08,BE109,BE16D
D5A34,D5840,D5AEA
BDFE3,BE15D,BE09F
D5A1B,D5AE3,D5A27
BDFF4,BDFED,BE071
D5C2F,D5971,D5AEA
BE098,BDF9C,BE017
D59E3,D5991,D594E
BE065,BE169,BE1A4
D5A76,D5C0C,D5B42
BDFD3,BE055,BDFF2
D5985,D59BC,D5A70
BDF47,BDE4E,BE08C
D5B87,D5D11,D5D6A
BE1B1,BE0C2,BDEDB
D5B1B,D5AC4,D5AA2
BE013,BE194,BDF93
D5B45,D5AE3,D5EA9
BE0AC,BE128,BE22D
D5C0F,D5BB8,D5A2B
BE254,BDF88,BDF28
D5AD3,D5BB2,D5B40
BE015,BE01C,BE0B9
D5A3B,D5C51,D5AD4
BE231,BE0F3,BE192
D5BB5,D5B5F,D5D1C
BE286,BDF80,BE038
D595B,D5924,D598F
BE147,BE13C,BE1BB
D5B61,D5C0F,D5BF0
BE0BB,BE156,BE191
D5A8B,D5AE6,D5CF2
BE0DC,BE17B,BDEBD
D5BDA,D5C11,D5B4C
BE00F,BE1FE,BE154
D5C82,D5A59,D5D7C
BE330,BE2A3,BE262
D5DE6,D5C6A,D5CDE
BE131,BE23A,BE1D8
D5B82,D5D72,D5D0B
BE28A,BE1E8,BE1C8
D5BE5,D5D95,D5C0C
BE1B8,BE331,BE1E8
D5BEA,D5C43,D5BA2
BE115,BE375,BE210
D5D4B,D595E,D5B41
BE322,BE169,BE128
D5A41,D5E39,D5D51
BE204,BE2A6,BE39E
D5F52,D5F5E,D5FF0
BE3D6,BE2CB,BE174
D5F1C,D5D7A,D5DDE
BDF9D,BE31A,BE274
D5CA6,D5EA6,D5F68
BE423,BE2F1,BE203
D5E15,D5D2A,D5CA0
BE0F8,BE16D,BE366
D5BA8,D5FEC,D5C9D
BE3CF,BE1D3,BE2B8
D5CD2,D5B51,D5D97
BE297,BE49A,BE36A
D5E8C,D5CE4,D5D2C
BE45F,BE47B,BE3A5
D5DBE,D5E36,D5CCD
BE3DA,BE2F6,BE2AA
D521E,D5076,D510D
BE7B9,BE8FC,BE89F
D6321,D61FC,D627D
BE8BC,BE607,BE9B6
D61B4,D61CB,D6426
BE91A,BE879,BE786
D63F8,D6277,D62B3
BEA02,BEAB6,BE9E2
D62F1,D61A5,D63D5
BE8B4,BE83D,BE897
D62DE,D63B9,D6293
BE87F,BE93D,BE8FF
D6396,D64C5,D655B
BE7FE,BEA3C,BEAED
D642B,D6559,D646B
BE970,BE92D,BE932
D6587,D6447,D6673
BE9FE,BE9E5,BE842
D6454,D6546,D6579
BE96C,BE9CB,BE965
D63B0,D65A1,D63F3
BEA9A,BE97A,BE907
D64A4,D62C9,D6407
BE7AC,BEAF7,BEB05
D64CC,D66CA,D6654
BEBCC,BE930,BE9E8
D65A9,D6533,D63BE
BEC47,BE81A,BEB8E
D65D4,D63C2,D651D
BEB8F,BEA54,BEA36
D651D,D654C,D6614
BEA99,BE8FB,BE841
D66EC,D6651,D64BC
BEA54,BEA5B,BE99D
D6330,D63A2,D63FF
BEA94,BEB48,BEC5D
D6660,D633D,D65E3
BEA8F,BEB43,BE9EB
D63D0,D6452,D646E
BEA09,BE8D1,BE90A
D64ED,D6540,D6648
BEAF1,BEC46,BEB67
D64E5,D65AF,D646A
BE9D8,BEA7B,BEB0F
D651D,D667A,D6571
BEBFC,BEC1F,BEB88
D64E7,D654E,D6862
BEC64,BEC55,BED3B
D666D,D6844,D664B
BEC1D,BED86,BEB71
D66B8,D65C1,D662D
BEABE,BEB40,BEB5D
D65F0,D65F4,D677A
BE9EC,BE9AD,BEB4D
D6498,D661E,D661E
BEA0F,BECA5,BEBFE
D6628,D65F8,D6570
BEB60,BEC04,BEBEF
D65CB,D6619,D6677
BEC3C,BEB0B,BEBE6
D6677,D67CD,D65D9
BE95B,BEBC4,BEC90
D63AD,D677D,D658C
BEBFC,BEBDB,BEBC6
D6528,D6734,D68EF
BEC4D,BECBF,BECBE
D647D,D662A,D6544
BEA65,BEAA9,BEB03
D66B1,D6400,D64EF
BEBA9,BEB22,BEB84
D66C5,D6697,D64E6
BEBD5,BEB77,BEB05
D640F,D65B3,D65DA
BECF7,BEA7B,BEBE0
D6695,D6612,D64D9
BEA1B,BEAE0,BEC41
D66EF,D6666,D681E
BEAE6,BEB47,BED32
D6471,D6599,D6653
BEB4B,BECAD,BEA98
D6507,D6668,D66ED
BEB43,BE990,BEBF6
D65A4,D6465,D66EB
BEA94,BEC63,BEC5E
D6693,D64FB,D67B1
BEBE8,BEC85,BEC9D
D6815,D6441,D6609
BEB0C,BEB16,BEB9A
D6522,D64D2,D6687
BEC36,BEB39,BEBEA
D660E,D6736,D6571
BEC61,BECAA,BEEC8
D67E9,D68B4,D68C3
BEDF3,BEC67,BEDA0
D65D7,D66F5,D6825
BED22,BEC16,BEBEC
D6729,D6771,D6744
BED62,BEB77,BEC49
D6765,D66EA,D67F1
BEE3A,BECD5,BEDB0
D67DB,D6696,D6653
BECD6,BED7D,BECFA
D6875,D65E4,D669B
BECE1,BECA5,BEC5D
D6A0C,D68C6,D6742
BEEF7,BED33,BEE95
D6796,D6778,D68B0
BECD5,BECA2,BEC85
D660A,D67F4,D6778
BEE46,BED67,BEC86
D66B1,D65FA,D683F
BEDDE,BEE38,BEEB4
D66AF,D66E4,D6740
BEDE4,BEE0C,BED78
D6703,D67DB,D6697
BECC2,BEBBC,BEEBD
D66A0,D66F4,D6721
BED4B,BEDD0,BEEC1
D6764,D68F6,D67B6
BED33,BEE77,BEE1C
D68C0,D6862,D69A7
BEE01,BEE99,BEAE3
D67C8,D6898,D67AC
BEE14,BEED0,BED1F
D6853,D6751,D6704
BED23,BEBF8,BEBBF
D688C,D6900,D6925
BEF0C,BEEF3,BEEFE
D6910,D6986,D6A40
BEA77,BE96D,BE9BC
D6474,D63DB,D6308
BEB51,BEA1E,BE9B4
D6214,D636E,D639A
BE877,BEA33,BEA3F
D619C,D63A5,D645E
BE94A,BE75F,BE89F
D6566,D663D,D6488
BE993,BE9B2,BE923
D64F7,D62D9,D63ED
BE9FC,BE9EF,BE8B8
D62B1,D646C,D6322
BE946,BE9F9,BEA96
D6524,D644B,D626F
BE8E8,BE921,BE8A5
D62E0,D6531,D6424
BE998,BE998,BE8FD
D636A,D6316,D6355
BE888,BE9E5,BE81F
D6398,D63D7,D6464
BE7C1,BE986,BE9AA
D6410,D64D5,D659E
BEAC0,BEA30,BEAF7
D6559,D665F,D647E
BEA2F,BE9E4,BEBBE
D632E,D6568,D637A
BE9F9,BEB0D,BE96F
D638C,D6553,D64E8
BE9A5,BEAD9,BE9EA
D64DC,D65A2,D62C1
BEAA0,BEA7E,BE924
D6512,D62F1,D640F
BEB08,BE961,BEA4A
D647B,D6330,D6495
BEA08,BE8BD,BE8BC
D65B6,D6528,D6433
BEBE7,BE9E3,BEA06
D64D0,D64B3,D659E
BEB0C,BEA61,BEA9F
D66F4,D64AE,D65A3
BEC85,BEA87,BE9BB
D65B6,D6629,D64A2
BEC36,BED07,BE9AB
D6667,D678F,D6668
BED07,BECAB,BEB30
D63FD,D6650,D65F7
BEBF6,BEAE0,BEC40
D67D7,D685A,D6711
BEC44,BEB90,BEC78
D668B,D662D,D66CF
BEBF8,BEA0C,BECFD
D6560,D6660,D66C7
BECB3,BEE32,BEB0A
D65E6,D66C1,D654B
BEAEB,BEC92,BEB0A
D66F6,D6607,D65D3
BED84,BEA4A,BE95F
D6369,D663D,D656F
BE9F7,BED4B,BEA8B
D663A,D65D9,D65F9
BEB26,BEC24,BEC29
D6762,D66C5,D684B
BED2D,BECA0,BED3F
D658D,D6707,D66F1
BEDA8,BECA0,BED2F
D6608,D67DF,D66C9
BEB57,BEC3A,BED87
D672B,D67D7,D67A7
BEE9F,BECF0,BECD9
D6619,D669C,D67C1
BED58,BEDF0,BECD9
D68D4,D6713,D6647
BEB6F,BEC21,BEC52
D65E4,D6788,D658D
BED55,BEB5C,BED0D
D6421,D64B6,D660A
BEC60,BEC78,BEC18
D6845,D68F4,D663C
BEDF7,BEC49,BED5E
D699F,D69CE,D6655
BEC06,BEBBC,BE9E6
D659E,D65B3,D67C2
BECC8,BED68,BEB71
D64CC,D65CF,D6768
BEBE7,BED12,BEDAB
D67B6,D6852,D6624
BEC01,BECC0,BED1B
D6811,D67B6,D6773
BED32,BECB6,BEC19
D6696,D662C,D664E
BEC58,BECBA,BEBCF
D6798,D6757,D678E
BED95,BEC7C,BEB75
D6661,D6755,D65B3
BECA2,BEC7B,BED23
D6852,D674E,D6838
BF02D,BEE02,BECAF
D6824,D67BA,D670B
BEDB4,BEBFB,BEC6F
D676B,D65F9,D671A
BEDE8,BEC12,BEBCD
D67A7,D675B,D6821
BECF2,BEC75,BEC2E
D66A2,D664D,D67F5
BEB98,BECBF,BEC42
D671A,D67C2,D669A
BECCF,BEC90,BECFC
D666D,D66EE,D6642
BED0E,BEDA5,BED91
D69EC,D691D,D6908
BECD9,BEDE5,BEC06
D67A6,D68AC,D6A51
BEE14,BED89,BED22
D67EC,D66AD,D679C
BEE1F,BEE09,BEF4C
D6964,D695F,D6942
BF088,BEF69,BED88
D673B,D68F0,D67BD
BEDE7,BEDE3,BEDAF
D68D3,D691B,D6873
BEEE3,BEE67,BED75
D66C5,D68A7,D67E3
BEDB5,BEF6E,BEEF3
D68D4,D689A,D6844
BEDC3,BEE4A,BEDD6
D6898,D6801,D694E
BED70,BEE8C,BEDAE
D5CC0,D5DE7,D5BCB
BF597,BF363,BF44F
D6D21,D6F13,D6DCA
BF3AD,BF426,BF504
D6E1A,D6FB0,D6D62
BF4D2,BF605,BF440
D6F2D,D7044,D7162
BF515,BF4D8,BF573
D718D,D6E9F,D70B2
BF65D,BF693,BF695
D6D4A,D6FCD,D6F03
BF4F5,BF6DC,BF3CC
D70E3,D6ECE,D70D7
BF779,BF6C2,BF779
D6FF6,D6FB8,D6F3C
BF59C,BF787,BF4E6
D7245,D71A5,D70CE
BF64C,BF628,BF572
D6FCA,D6ECC,D6F12
BF451,BF66D,BF590
D6F23,D702F,D6F43
BF653,BF6AF,BF592
D6F64,D708B,D6F88
BF6D7,BF69A,BF706
D717D,D7197,D734C
BF767,BF8D9,BF774
D71BE,D701A,D7169
BF6E9,BF4E7,BF618
D6F6A,D7080,D7018
BF5D7,BF5BB,BF5D2
D6F29,D718C,D6F91
BF6D4,BF62E,BF44B
D702C,D6FEB,D6DF4
BF6F2,BF4DD,BF467
D703E,D6EAE,D6FEF
BF64E,BF5D0,BF590
D6FF5,D70B8,D70E2
BF59C,BF5A7,BF5B6
D6EC8,D7051,D7086
BF585,BF5BB,BF73E
D7215,D6F41,D6F04
BF647,BF63D,BF4AE
D7250,D6FCC,D7123
BF638,BF734,BF624
D7118,D6FCB,D715E
BF75A,BF4A1,BF651
D6FFE,D6FAE,D6F04
BF767,BF82C,BF60E
D7230,D712F,D72AF
BF89F,BF53F,BF708
D7148,D6FAF,D7278
BF597,BF424,BF664
D709D,D70CE,D71A8
BF5A9,BF6BE,BF490
D7066,D7154,D70A5
BF757,BF893,BF722
D7190,D70DA,D72BE
BF436,BF648,BF5E2
D6F52,D6EE3,D70FD
BF3C0,BF673,BF6ED
D7240,D72BB,D6F8D
BF6DA,BF6E7,BF696
D7103,D7305,D71C9
BF6EC,BF5A9,BF64B
D6FC5,D706A,D7136
BF3F4,BF3EA,BF63C
D7017,D6FC1,D6FC1
BF64C,BF60A,BF61B
D70AC,D70ED,D6FB7
BF633,BF50D,BF611
D6FA6,D70B2,D7059
BF4E6,BF70E,BF4D7
D70C1,D7196,D70E0
BF807,BF6A1,BF6E5
D717B,D70E4,D717D
BF713,BF6AF,BF5D3
D711D,D71AA,D7018
BF63A,BF5B7,BF4B2
D704A,D6E0E,D6FD4
BF67E,BF6E2,BF6C0
D734D,D71A1,D72C0
BF546,BF59F,BF6AF
D70F6,D7007,D706F
BF62A,BF6A4,BF71E
D736A,D7011,D7196
BF6F6,BF759,BF6DC
D7064,D72C2,D7388
BF86F,BF644,BF63A
D7176,D70D4,D7128
BF675,BF6FA,BF5AC
D71CC,D722D,D7068
BF7D2,BF5EB,BF7E2
D70FD,D6FAF,D71E3
BF6A6,BF7C6,BF5BF
D72F8,D6FF5,D709A
BF684,BF634,BF7F8
D727B,D7350,D735A
BF7C9,BF86B,BF95C
D7127,D7170,D71DF
BF905,BF884,BF8CC
D738E,D73EE,D732A
BFA48,BF8F6,BF8AE
D724B,D744D,D7242
BF94E,BFA11,BF6F6
D7086,D72BC,D72E2
BF78E,BF7EB,BF7F3
D71D8,D72FD,D72AD
BF82F,BF98C,BF719
D7295,D74ED,D71F5
BF81F,BF681,BF832
D71C6,D7358,D7323
BF753,BF7E0,BF774
D740A,D7348,D71BE
BF71E,BF7DE,BF92A
D71F8,D729F,D71A7
BF832,BF7E2,BF771
D708C,D714F,D736D
BF93F,BF6DC,BF889
D721A,D7306,D72B7
BF840,BF7DD,BF801
D71CA,D7341,D7399
BF966,BF889,BFA76
D74A5,D7291,D74D0
BF920,BF8A5,BFA3B
D7284,D7511,D720F
BFA48,BF83B,BFAA9
D73D7,D72E7,D743E
BF8A2,BFB25,BFCB2
D62E4,D6059,D6002
BF802,BF7D6,BF740
D711B,D7197,D7086
BF630,BF783,BF61E
D71F4,D7211,D7073
BF7D5,BF746,BF654
D714F,D70C4,D709B
BF768,BF81E,BF536
D73D1,D6FC0,D71B3
BF74D,BF726,BF704
D710B,D70E5,D7271
BF6FF,BF76D,BF64A
D725D,D7178,D70E2
BF5FF,BFAF1,BF72B
D715A,D7215,D7142
BF70B,BF6EC,BF892
D75B8,D7290,D72E0
BF719,BF762,BF8C9
D72C8,D73EE,D715E
BF8BF,BF7B2,BF94A
D72A0,D717F,D73A1
BF80F,BF714,BF84C
D70CB,D712D,D71F0
BF7BE,BF88B,BF8C9
D72AC,D72C3,D7347
BF5B5,BF756,BF6C8
D70E5,D732D,D710E
BF6F6,BF79E,BF6ED
D71F0,D7172,D7247
BF54A,BF791,BF7CC
D735E,D7247,D71A2
BF675,BF5F3,BF50F
D71AB,D7252,D725A
BF938,BF72B,BF833
D71AA,D74A4,D70F9
BF7E7,BF7AB,BF8D1
D727F,D7093,D7268
BF8D5,BF6D6,BF708
D70ED,D7167,D721F
BF852,BF844,BF7DF
D71EF,D735C,D72CF
BF91F,BF76B,BF8F3
D7293,D736E,D72FA
BF84C,BF824,BF821
D72AF,D7338,D724C
BF77E,BF7FA,BF8F5
D738A,D7270,D71F7
