{'CALIB_RAW_DAC_START_I': 655360, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 4, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
ACBE8,AC85E,AC9DB
D1E2C,D1CFE,D1B95
E9493,E95A6,E96AE
D1C28,D1C2B,D1AAF
E942D,E94C3,E9523
D1A75,D1BAF,D19EC
E95F5,E94CA,E94D4
D19E5,D199F,D1B01
E9514,E93E9,E939E
D1907,D19C3,D197B
E93D7,E9426,E94AE
D1BCE,D1A44,D1AA5
E9339,E9299,E9454
D1800,D1869,D17F8
E93D6,E9271,E93F2
D196B,D186D,D1731
E94A1,E923A,E938F
D196F,D17EB,D1866
E9246,E9150,E93B8
D1713,D16A7,D17AD
E9125,E9041,E9293
D16FF,D15CF,D1845
E939F,E928A,E9458
D18C9,D1753,D18AA
E92D9,E91A1,E90FF
D175A,D165F,D160F
E90E2,E929F,E91CC
D172B,D1640,D169E
E9116,E9172,E91AC
D166E,D1812,D1789
E91C8,E91E9,E929A
D17C8,D1799,D1865
E920A,E9191,E91CD
D1769,D172A,D17EF
E92A3,E94B8,E9359
D1710,D16F1,D1705
E927D,E908E,E91CB
D1884,D1779,D181D
E9172,E9164,E9088
D177C,D159B,D194C
E914F,E9225,E91DF
D16BF,D169F,D163E
E906D,E92BB,E9221
D17FB,D1A21,D193E
E9045,E9266,E912E
D19B8,D1803,D174E
E94A4,E94A3,E93DE
D177B,D17FD,D17B6
E929F,E9140,E91CD
D1806,D18F5,D161A
E9121,E92EF,E92A9
D18AB,D180B,D18F8
E9303,E922B,E9216
D1597,D18C4,D18D3
E9207,E9237,E916B
D15E4,D187B,D15C9
E90FB,E92FA,E9123
D1722,D153D,D15C6
E9157,E924A,E90ED
D171A,D1882,D1717
E9352,E91A4,E9109
D1607,D16B2,D1624
E8FF1,E9102,E910D
D17B0,D1624,D1636
E901A,E902B,E900E
D1524,D164F,D179F
E907E,E8FAD,E9174
D154B,D1517,D1595
E917C,E8F2A,E8FAD
D1507,D15C9,D16A9
E9067,E8E56,E9006
D14AB,D1449,D1576
E8EBD,E910E,E8F24
D1426,D1596,D149C
E8BC0,E8C45,E8D7C
D1B0F,D1C04,D1CBF
E9697,E956D,E9640
D1C4A,D1AB8,D1BFB
E95BC,E9699,E970E
D1C7B,D1B36,D1B58
E9593,E93FF,E94AC
D1B3B,D1A15,D1A62
E957C,E9766,E971E
D1C3A,D1B06,D1B59
E940A,E942C,E95F9
D1B34,D1B59,D1B2C
E930B,E94A3,E957A
D1A29,D1A42,D19E0
E94F9,E942A,E9427
D1AB2,D1A5C,D19B1
E94E7,E970E,E950C
D192F,D1B9A,D1A78
E968A,E96B4,E9647
D1BBE,D19CB,D1899
E9601,E957D,E94FD
D1AC7,D1AC0,D1923
E941F,E9503,E954D
D189E,D1C4A,D1AC9
E94F5,E93F2,E94E1
D1996,D19F4,D1B92
E95B3,E9479,E94DC
D1AAF,D1861,D19FA
E95B3,E9636,E942D
D190D,D19D9,D17BC
E938F,E9407,E942F
D1872,D17F2,D18A0
E9329,E9351,E926F
D1DAF,D1B98,D1D48
E95D5,E952C,E943C
D1BE5,D1C42,D1AB9
E9418,E94EE,E95BA
D1D6A,D1CBE,D1ADC
E9522,E953E,E95D9
D1E47,D1AF5,D1A91
E95B9,E974F,E94BB
D1C12,D1AEA,D1CC9
E959C,E9623,E94C1
D1CE7,D1990,D1C97
E94AE,E975D,E94D1
D1AA1,D1924,D1AC9
E975D,E96F2,E94EC
D1B23,D1983,D1AB1
E95AF,E963C,E94A8
D1B65,D1A87,D19BB
E944A,E9462,E928B
D1980,D18CD,D1B12
E94AD,E93B8,E948D
D1A95,D1AF3,D1AE8
E9444,E9453,E9611
D19B5,D1B9F,D18A6
E93D5,E9239,E9453
D18DE,D18C0,D17F0
E9365,E93F4,E94FB
D1A8B,D19F2,D1946
E93F5,E9256,E9584
D1928,D19F4,D1A21
E954A,E933A,E92B7
D17BD,D1749,D175E
E924F,E926D,E940E
D177D,D150E,D1651
E9053,E9004,E911B
D1863,D1732,D17A1
E91AC,E8FA6,E8F1D
D16F6,D1693,D1693
E90B4,E8EF6,E90BE
D158D,D1513,D14D9
E8FC1,E8F75,E91A3
D154C,D15EF,D1555
E8E4C,E8E81,E8E78
D1309,D1346,D1331
E8DC3,E8F43,E9080
D1456,D12B1,D12CC
E8D23,E8F40,E8DD7
D134C,D1485,D134C
E8ED5,E8DB9,E8DF5
D14F0,D131D,D1632
E8E16,E8FBB,E8EA6
D153A,D16B3,D16F7
E905C,E9031,E8DC9
D133F,D14FC,D1464
E8E07,E8E71,E8DAE
D149E,D1464,D1482
E908F,E8F80,E8F93
D13FD,D151D,D15F7
E8E8D,E8EB9,E8E9D
D141C,D140E,D1420
E8D3A,E8FE0,E90B8
D1503,D139F,D14D9
E8C88,E8ECE,E8D67
D1417,D13EF,D12B0
E8DFC,E8E70,E8DBD
D153E,D158D,D15F7
E8F6F,E8F26,E8FC4
D1785,D1498,D15E6
E9057,E91C9,E8F44
D161B,D14FA,D1472
E8FD8,E9006,E905C
D160C,D1650,D1573
E8DF5,E8EC1,E9049
D1441,D13A1,D12BB
E8EC6,E8E7F,E8FEC
D1427,D164D,D149B
E8F25,E8FB1,E9052
D158A,D1609,D1651
E8EEB,E8FEB,E8F29
D1538,D1460,D1635
E904A,E8FFB,E90C0
D13F1,D14BA,D1416
E8E78,E8ED8,E8D5B
D13D2,D12A8,D1528
E8DB2,E8D50,E8EF5
D12D6,D1658,D1454
E8D8B,E8F21,E8F79
D156F,D15D3,D16D1
E8F11,E8F5D,E8E55
D14C8,D138A,D1579
E8E17,E8E33,E8D0E
D12E1,D11C1,D1412
E8EA9,E8D5E,E9030
D15AF,D1296,D13C3
E8E8F,E8E02,E8FE7
D141A,D15CF,D140E
E8591,E865C,E8380
D18B6,D1921,D193E
E92A1,E91AA,E926C
D18A7,D18F7,D1843
E92A2,E920B,E930A
D17BA,D1642,D16CD
E9199,E9321,E9153
D1825,D15AB,D157B
E900B,E9126,E92B4
D14FE,D1579,D1735
E8F1D,E8F5D,E902C
D1509,D152D,D1664
E9054,E8FD1,E91D9
D152E,D1606,D14B3
E8E2E,E8E97,E8DC0
D153D,D159A,D14C3
E8F9B,E9170,E8FE8
D16D7,D151B,D16BB
E90F7,E9163,E90C0
D17A2,D1508,D169B
E9009,E917A,E8F7C
D1456,D13ED,D1683
E90B9,E914E,E8F30
D1589,D14A0,D15D5
E907C,E91EC,E9036
D17DE,D184C,D1614
E90D5,E90E4,E90B9
D16E7,D14CB,D1703
E925E,E8ECA,E8F9C
D1596,D16E7,D1533
E8FD9,E8F5F,E9061
D1668,D14A6,D1696
E9128,E91CA,E917B
D184B,D156A,D18C3
E9271,E9288,E923D
D17F2,D1865,D182B
E93B8,E9189,E9230
D1892,D183C,D17B8
E91B0,E9278,E92BF
D17C0,D15B7,D17D2
E90A5,E8FD0,E918A
D15F9,D16AA,D163F
E9190,E9082,E916F
D16C2,D176D,D1717
E91E1,E9049,E8F90
D185A,D14E8,D15D4
E8F41,E91CA,E920C
D1759,D160D,D1573
E9214,E92B7,E9143
D16B4,D1600,D1684
E903D,E903A,E9026
D15DB,D162E,D165C
E8F86,E908B,E90C8
D1544,D155A,D16B3
E8F86,E8EE0,E8F5C
D140B,D160D,D1503
E909B,E8EAD,E8FC9
D14EF,D144E,D13CA
E8DE7,E8FE4,E8F77
D15F6,D168E,D153B
E8F29,E8FAD,E8ED6
D14F6,D15D4,D1555
E8DE6,E8E08,E8E71
D15A3,D13E4,D156E
E8CFA,E8D10,E8DC7
D13BB,D128F,D1249
E8C5D,E8BF5,E8CD3
D128D,D11AE,D124C
E8B2C,E8F8D,E8DE3
D1475,D1489,D1316
E8CE4,E8D00,E8C54
D1471,D1277,D1240
E8E84,E8FBA,E8EB2
D13C9,D14AE,D122D
E8BF9,E8B72,E8B7A
D1274,D1058,D1297
E8B29,E8C52,E8D25
D1183,D11B7,D120F
E8E01,E8CDB,E8AD8
D12C5,D107E,D10A9
E8C28,E8A5F,E8C50
D1143,D10CA,D106D
E8AAA,E8C70,E8D13
D1130,D10E4,D1137
E8D5C,E8B02,E8B56
D1023,D1122,D1042
E8B99,E8B58,E8BA6
D113E,D10DE,D10C4
E8E45,E8D0A,E8D82
D133F,D11E1,D0E69
E8B04,E8A29,E8B66
D0FDD,D1078,D1123
E8A1E,E8AA8,E896E
D0FD7,D1183,D105B
E8BC7,E898F,E88A4
D0F6B,D0F29,D0E69
E8873,E8B34,E891A
D135F,D12AE,D1157
E8C18,E8CB1,E8BD0
D1308,D1475,D12E7
E8A75,E8DC1,E8D0F
D12B7,D1290,D0F3D
E8B97,E8B2E,E8B48
D1247,D110D,D1216
E8B72,E8B46,E8D5B
D1347,D11C4,D1185
E8BC0,E8D5A,E8D25
D1233,D1380,D1161
E8C7D,E8CE9,E8CF5
D103A,D1248,D1033
E8C13,E8D69,E8DD0
D1347,D106A,D1166
E8BF0,E8AE7,E8BF5
D0EAB,D1130,D1191
E8A36,E8A34,E8BAB
D130D,D127E,D116E
E8CD6,E8A85,E8B85
D11D1,D11BE,D1079
E8C1C,E8CF4,E8B26
D0F66,D111E,D129A
E8A5E,E8CBB,E8F02
D10B3,D10E3,D102D
E8A0D,E8918,E8BBF
D1137,D11C3,D104A
E8ADA,E8B68,E896D
D0EAD,D11DB,D101E
E8AC5,E8C92,E8CA3
D106E,D0F8E,D10B4
E879B,E876C,E87EF
D1716,D17BA,D17D7
E8DDA,E91FB,E9041
D1589,D1516,D1454
E9123,E8FFA,E8F94
D147C,D157B,D16E0
E8EDF,E90DF,E91B6
D1750,D1589,D161F
E9283,E9019,E909B
D15C5,D1621,D1642
E901D,E8F1E,E90B5
D14E8,D16A5,D1601
E8EDC,E8F92,E9044
D1503,D163B,D14A0
E9148,E92FC,E906D
D1603,D14C5,D14F4
E8FC8,E8F2C,E909F
D153B,D14DC,D1445
E8F9B,E914B,E8EC1
D1383,D154C,D1484
E8F49,E8DEC,E8EC0
D145B,D14AD,D1400
E8F71,E8DB9,E8DAC
D141A,D1441,D136D
E8F2E,E8DC6,E8FB1
D12F1,D14E3,D144C
E8E11,E8E78,E8F56
D14A3,D1333,D137C
E8E17,E8CBB,E9042
D11A2,D11F4,D13F6
E8EE7,E8E96,E8E15
D13B3,D133F,D1565
E8E2C,E8E92,E8F18
D1701,D15BE,D16DB
E8F14,E9219,E9040
D152C,D135F,D1674
E8FBB,E908F,E903D
D1581,D150E,D1662
E8E0E,E8EF3,E9035
D14EF,D153E,D135B
E8DCA,E8E0B,E8EE8
D14DD,D1430,D13E3
E8E81,E8E73,E8FA4
D1557,D142F,D14D3
E8EE4,E8E93,E8E66
D15D5,D14B2,D1657
E8CC2,E8F4D,E8EED
D1517,D14E2,D1333
E8E8B,E8D43,E8F5B
D156A,D131D,D145E
E8F23,E8CA2,E8CF2
D12EE,D12CC,D143F
E8E13,E8DFE,E8DE9
D12D0,D130B,D1272
E8C37,E8CAD,E8DAA
D13B1,D1288,D1242
E8CCC,E8CD8,E8DDD
D13FA,D1220,D1272
E8E6A,E8D4E,E8E0B
D12F7,D1311,D1432
E8F4A,E8DEE,E8E23
D12C8,D12E0,D1398
E8DC1,E8BDF,E8CF6
D1292,D1200,D10DC
E8B05,E8CD0,E8D85
D0F0A,D11E9,D1041
E891C,E898C,E8A27
D11CA,D11BE,D1001
E8BA9,E8B82,E8854
D1121,D110D,D1090
E8B42,E8D37,E8B83
D0F35,D0DF9,D0EBF
E89D4,E8964,E89DA
D1065,D0FDF,D1067
E8927,E8A6E,E8B19
D1111,D1032,D0FA6
E894D,E8A52,E8A24
D0FFA,D1079,D0EB5
E89D1,E8A70,E89B5
D0FA7,D0E38,D0E1E
E892F,E89BA,E8AE8
D0E9C,D0C2C,D0C57
E886E,E8898,E8885
D0E9F,D0F25,D0CFF
E89AD,E8894,E8B0B
D0FE1,D0E1D,D0DC8
E8891,E889E,E896E
D0DED,D0D73,D0CFA
E89FC,E89DF,E8913
D0E68,D0E4D,D0D5B
E8714,E8ABF,E8B27
D102F,D0EED,D10A4
E8909,E88A9,E8996
D0FFF,D0FA0,D0D23
E89A2,E895C,E8819
D0F1F,D0DA7,D0FA3
E8957,E8783,E8832
D0F02,D118A,D0EEE
E88BB,E8A29,E8B54
D1042,D0FE3,D10D2
E8AD3,E8A64,E8B15
D1032,D0FE8,D10E9
E8987,E88FF,E8A6E
D0FB4,D1074,D1057
E8BDA,E891A,E8B40
D105F,D118C,D1032
E8A3A,E8A45,E8AB0
D0F6B,D0F7D,D1004
E884D,E8AB8,E89C9
D0F93,D0EC3,D0ED1
E86DB,E893B,E88ED
D0F69,D0ED0,D0E31
E8AF2,E8A41,E8C7B
D0E26,D0FBD,D0EC5
E8843,E89AA,E8819
D0F17,D0FC0,D0D1C
E8905,E8813,E8921
D0EE9,D0E83,D0F54
E8929,E8933,E88C9
D0C9E,D0C60,D0D89
E8B1E,E8A4C,E8B5E
D0FFB,D0DB4,D1034
E8888,E892E,E8766
D0E4D,D0F5D,D1015
E896D,E8840,E8937
D0D53,D0BEA,D0E70
E884B,E88C1,E87E1
D0E3C,D0F97,D0E53
EDBDF,EDD13,EDA0A
D1F1F,D1DEA,D2076
E9938,E9A7F,E9962
D2213,D2050,D1E48
E9A2C,E99F2,E99BE
D1DF9,D1F57,D1F9F
E9977,E99A7,E9BA4
D2135,D1EE7,D201B
E98C7,E9726,E9761
D1FC1,D1FA4,D1FAC
E9817,E9895,E98B5
D1DB8,D1DFC,D1E8D
E9904,E99E2,E9AA2
D1F74,D1E84,D1F33
E97BF,E9A12,E99A7
D1E8B,D1E59,D1CEA
E99E9,E98F5,E99DD
D1E5F,D1D59,D1D97
E97CF,E98BE,E9772
D1C92,D1BC3,D1E87
E95B3,E959E,E9684
D1DDE,D1C91,D1D91
E9839,E98F4,E990F
D1F02,D1CB3,D1D0F
E9838,E98C2,E9882
D1E28,D1D87,D1D9F
E97EF,E962E,E97ED
D1D79,D1D63,D1BC5
E9700,E95E3,E970D
D1C91,D1BFD,D1CFF
E96E4,E95DB,E962B
D1D18,D1D09,D1CB3
E95B1,E952E,E96D5
D1D52,D1E6C,D1D22
E99FC,E9928,E9889
D1F0B,D1E36,D1B89
E9932,E9843,E9912
D1F47,D1F0E,D1C77
E9844,E9849,E9A10
D1D72,D1BC1,D1CDA
E9859,E99DB,E9A12
D1BEE,D1DC3,D1F09
E9889,E9956,E98E8
D2094,D1DB3,D1F32
E983B,E9A9C,E9A9D
D1F02,D1E15,D1F01
E9A25,E99C0,E99E9
D1F2E,D1CC1,D1D9C
E9796,E9B56,E98D7
D1B9D,D1C5D,D1E0E
E97E7,E9841,E97AB
D1EF0,D1DAF,D1C63
E97B3,E9AD9,E9978
D1F1E,D1E21,D1CBE
E98FB,E972B,E975B
D1D81,D1DD8,D1E4F
E984E,E9743,E9967
D1D9C,D1CF3,D1D75
E97AD,E98AE,E97FA
D1C43,D1CED,D1CDA
E963A,E95FF,E96D0
D1C07,D1B8C,D1CB8
E951F,E966E,E9804
D1DD1,D1A43,D1A84
E96EC,E964B,E959A
D1A5E,D1A8D,D1C31
E9329,E94A0,E9401
D19D7,D19B1,D18D6
E93EB,E9542,E945B
D1848,D1A32,D17BF
E9555,E9237,E932B
D1880,D185F,D190B
E9340,E9364,E9388
D1AD0,D18BA,D1927
E9479,E9294,E9176
D1798,D1889,D184D
E9320,E9240,E92FB
D1B68,D183F,D191D
E933C,E9345,E9346
D18E7,D1976,D17CD
E933B,E940B,E94A4
D1B08,D184D,D182D
E948B,E93CD,E93E7
D19BE,D1A28,D1AED
E92C7,E93E7,E93AC
D19C5,D1836,D18D1
E8F89,E9253,E93F2
D18B9,D1648,D17A3
E93CF,E92E7,E9377
D186B,D16D2,D180F
E9280,E913D,E935E
D16C3,D18E6,D1520
E9229,E8FF7,E9188
D17A3,D1833,D16F1
E90A1,E912F,E8F8E
D17A4,D180F,D178A
E9285,E936C,E924D
D1A5E,D1B0B,D19C6
E91D8,E9497,E9323
D18D4,D1A7B,D17E5
E91F7,E9558,E9384
D1897,D1ABA,D1A5D
E9218,E92AC,E9280
D191D,D1873,D17CB
E9152,E90C9,E91B0
D16FB,D183B,D16C7
E9211,E91DF,E9162
D1AFC,D1908,D1874
E937D,E90C0,E9192
D183B,D16D9,D1A25
E932C,E923D,E92D7
D181A,D18E3,D1727
E93CA,E935C,E92B9
D1804,D1A11,D1B0F
E9357,E92D9,E91A3
D17C6,D186D,D1802
E928D,E938F,E9176
D18C4,D16A6,D1851
E90D8,E8FA2,E90DA
D19A0,D1717,D1633
E919B,E9059,E91E5
D15DF,D163C,D16F0
E8F29,E91D2,E9128
D18B4,D18AD,D187D
E907E,E924E,E9281
D1722,D18B9,D1734
E8FAC,E9057,E906C
D169D,D17CE,D1634
E8DF9,E8DC3,E8DAA
D1E12,D1B92,D1D50
E96BA,E9803,E94CC
D1D15,D1B65,D1B6C
E9606,E96C9,E9714
D1C17,D1CAE,D1DD7
E9875,E9643,E9603
D1E1A,D1D54,D1D14
E9591,E979A,E966F
D1D93,D1CB4,D1D31
E971F,E9693,E976D
D1AAB,D1C52,D1BB3
E9648,E955C,E9504
D1B5E,D1AEB,D1C19
E94A2,E9629,E95F4
D1AF3,D1A84,D1BCD
E960B,E96B5,E9668
D1BCB,D1BF9,D1B2E
E9475,E954F,E9659
D1BB2,D1CC8,D1B84
E96C4,E9698,E972A
D1B7C,D1C36,D1C23
E94AF,E950F,E9479
D1BFD,D1B04,D1A67
E95B5,E95D7,E965B
D1A47,D1B3F,D1BD4
E9651,E94D6,E9562
D1A99,D1AF7,D1A83
E956C,E93F3,E943F
D1A02,D1C10,D1945
E9347,E94A8,E945C
D19B7,D1A8E,D1A91
E961B,E94C6,E94AD
D1DFE,D1D2F,D1D5B
E9527,E96C0,E98F3
D1EDE,D1D22,D1D25
E95FD,E98A6,E974C
D1CA8,D1DBB,D1BB4
E974C,E971C,E95BD
D1CAB,D1A69,D1C07
E970C,E964A,E968F
D1C5D,D1B8B,D1BD8
E9718,E9447,E96C4
D1A5B,D1C2F,D19AB
E945B,E94B8,E95A9
D1BD9,D198E,D1C10
E952D,E9476,E94AA
D1C52,D1AB3,D1C4F
E93A9,E9663,E9641
D1C6D,D1BB7,D1A47
E9470,E9276,E940B
D1ACC,D1A06,D1AF7
E95D5,E94FF,E9665
D1BC9,D1994,D1B40
E9518,E942D,E93E3
D19FC,D1950,D1823
E9372,E9389,E934D
D1BDB,D1A6D,D1BBC
E9555,E9620,E9409
D1963,D19EC,D1A44
E955A,E954B,E944A
D1891,D187B,D1916
E9291,E93BD,E938B
D1A6F,D195C,D1920
E9360,E9272,E9383
D15D3,D153D,D17B2
E92B5,E90A9,E9168
D1773,D16F4,D155F
E9200,E9260,E91B5
D1725,D15F1,D179D
E91C3,E9255,E909E
D16E2,D1471,D1789
E91BD,E908B,E911C
D158B,D167A,D17EC
E90DC,E90BB,E90F7
D156B,D14D4,D14FE
E91D6,E906B,E8FF8
D16B1,D1556,D13CD
E90F6,E917C,E923C
D1693,D1590,D1563
E933A,E9097,E909F
D17FB,D17B7,D181D
E90CC,E9174,E910B
D15E1,D144A,D15CA
E9098,E9054,E9023
D16D4,D14D6,D148D
E8FC4,E8EC4,E8E8F
D1426,D130A,D12FB
E8E15,E8E6C,E8FBE
D1626,D14FA,D151D
E9054,E8ED0,E90C9
D1583,D1633,D14FA
E8F87,E9050,E8D9C
D150B,D15A1,D1656
E8EE7,E9059,E8EDA
D1583,D1581,D1519
E8FD7,E8FCB,E8FC4
D178F,D17CE,D175B
E92A9,E90BE,E8FC2
D1832,D150A,D1660
E91E2,E903F,E8FDA
D1752,D171E,D15B9
E9184,E90F1,E9273
D1851,D16B3,D15EA
E8FD3,E90D9,E908B
D1566,D1559,D167F
E8E21,E901A,E8E63
D150C,D148A,D159F
E9113,E90B1,E9079
D176C,D16CE,D1621
E8ED6,E8F91,E8FA4
D1660,D1622,D159D
E91D1,E9245,E8F30
D1751,D1613,D16D0
E9090,E90DC,E9076
D1750,D1632,D16AB
E9070,E90BF,E8FC9
D155D,D145D,D15AD
E91D9,E8F71,E904F
D1555,D1650,D159F
E8F26,E8FC1,E90C3
D1390,D1519,D16A3
E908B,E90C2,E8F8E
D15FE,D14BC,D15AD
E8EC7,E904B,E916D
D1535,D15FB,D14A8
E8EC1,E8E50,E8FA0
D1316,D15DC,D152E
E8639,E8875,E86B1
D19B0,D19FD,D198D
E9223,E931E,E93C2
D1A06,D1A6E,D1A29
E92E8,E9383,E9430
D1945,D17AE,D17E3
E9088,E94DD,E9379
D1A27,D1A17,D1847
E93D5,E9309,E947E
D1ADD,D1901,D18B7
E917E,E9399,E9297
D17CB,D1738,D164D
E94F4,E9473,E926B
D17CD,D1734,D18D8
E925F,E9478,E9115
D180D,D17EC,D193D
E937B,E92ED,E930A
D177E,D173C,D1809
E9150,E9280,E91C3
D16A4,D17F0,D1706
E911A,E91F7,E91D0
D181F,D1824,D1884
E92E5,E9165,E9091
D15C6,D1671,D1844
E911F,E8F55,E912C
D18CA,D169E,D178D
E9063,E924F,E915D
D15DA,D184D,D1688
E92B0,E9303,E8FCB
D1696,D1693,D13E7
E8F77,E8FAC,E90F6
D1417,D163F,D1678
E9065,E9106,E9017
D1A47,D19F8,D18A0
E9279,E91E6,E92DB
D1881,D1751,D18C3
E9355,E92A2,E9220
D19F1,D191F,D17EC
E9030,E91D3,E8FAB
D1761,D18AF,D1872
E929A,E90E9,E939B
D18EC,D1878,D1768
E9115,E9482,E90D1
D171A,D1599,D1790
E8FE4,E9019,E901B
D1598,D1872,D18A1
E8E4B,E9030,E9232
D15E5,D17AC,D1851
E9161,E9140,E9129
D165A,D1617,D164A
E9071,E9051,E900B
D15AF,D1597,D15E9
E8EE9,E9085,E905B
D1677,D14F7,D15B0
E8FB2,E908E,E90F7
D1564,D17B7,D16EC
E915F,E9134,E9196
D15A2,D1666,D161C
E8FEB,E8FC6,E8FEC
D14E3,D14D5,D1612
E9009,E9248,E8FFC
D174A,D14C0,D1488
E8EDC,E8FAB,E8F77
D1351,D15A1,D15B6
E8EC2,E9093,E8B6A
D140C,D1395,D1202
E8C74,E8B0A,E8D66
D1338,D1392,D13A4
E8AAF,E8C27,E8CB2
D13C8,D13D8,D146D
E8DC5,E8CD1,E8D3E
D1282,D113B,D124A
E8C45,E8D9C,E8C1B
D126F,D1223,D1064
E8C7A,E8CF3,E8B4D
D1130,D0D9B,D0FCD
E8C06,E8B5C,E8BFC
D0FE3,D1019,D12DA
E8A30,E8CA5,E8AF0
D1260,D1255,D1145
E8E21,E8D5A,E8B26
D1073,D10D8,D1190
E8953,E8AB2,E8C16
D1235,D1125,D1269
E8A36,E8D4E,E8A89
D0F09,D113E,D104E
E87FC,E8B3D,E89EF
D1003,D102B,D0E96
E8C6D,E8B9D,E8CE2
D1158,D0F05,D10EC
E8AEF,E8AFA,E897D
D1033,D102A,D102D
E8A3B,E8B0C,E8BD2
D1193,D11AF,D102F
E894D,E8B0B,E8AB4
D11E5,D0F9B,D1238
E8BC3,E8D1F,E889E
D11D3,D11D5,D1320
E8D9E,E8D49,E8DE6
D140F,D115C,D12AF
E8C11,E8CA2,E8DAD
D12D4,D134E,D1237
E8AB2,E8AAB,E8C60
D12CB,D1345,D1343
E8E29,E8D23,E8C06
D11C9,D11B1,D11F8
E8BAA,E8CE2,E8C72
D12B6,D110A,D135F
E8C9E,E8D2D,E8E09
D1204,D125D,D1353
E8D3F,E8C61,E8D2C
D139F,D13AD,D1407
E8E23,E8D15,E8D89
D135A,D12A9,D1242
E8D66,E8C4B,E8D7E
D134C,D1281,D14A6
E8F19,E8D62,E8D7B
D1314,D1327,D1230
E8ADA,E8C43,E8A36
D11B0,D1125,D0FC4
E8B8D,E8B52,E8B85
D1143,D1199,D1200
E8AD6,E8B87,E8BB9
D1154,D1211,D102C
E8B6A,E8B5A,E8D50
D1264,D113A,D1062
E8C12,E8BEC,E8CAB
D12F2,D1300,D10B0
E8776,E872E,E857F
D15C9,D160A,D15DC
E8FFB,E8F7F,E8EAE
D16AD,D15A5,D1640
E906B,E9269,E8E96
D1563,D1603,D1640
E8E48,E902A,E8E8F
D14BC,D16C7,D15DE
E902E,E8EBE,E8FCC
D1634,D148B,D16CC
E8DF8,E9078,E9144
D1536,D156F,D168F
E8FFD,E9256,E919D
D172D,D1574,D1686
E8FA5,E90A1,E911E
D1536,D15D8,D14D7
E8FE1,E8E1D,E8E9A
D1707,D15A4,D1697
E90A2,E909D,E8FCC
D1531,D148F,D13B0
E9063,E8E08,E8EE7
D1426,D1504,D1551
E8FFA,E8E4B,E8F84
D1428,D16E1,D1447
E9121,E8FF4,E8E57
D13BE,D15DD,D1344
E8F45,E8E0E,E8F57
D12F9,D13B7,D152D
E8F20,E8F4B,E9048
D1344,D13FD,D145E
E8E18,E8D6E,E8D82
D13D2,D14BB,D1449
E8CB5,E8C54,E8F74
D172F,D15E1,D15CA
E8F56,E913C,E8FB1
D1733,D1666,D15DB
E8F64,E9010,E9073
D161A,D1539,D1622
E9037,E8DD9,E90BE
D1513,D1529,D13D5
E904F,E8E8D,E8F08
D1321,D161C,D143E
E8E54,E8D4F,E8EB2
D1599,D168E,D1394
E8F7D,E8F84,E8F6B
D145E,D14C5,D1498
E8FB8,E8F47,E8F8A
D12B7,D1408,D1580
E8F93,E90CD,E8F57
D14E1,D13F6,D1462
E8E56,E8E80,E8F9A
D148E,D13DA,D14B1
E8DD4,E8EFF,E8D65
D12CF,D1334,D14BF
E8BD1,E8CD7,E8FDC
D152B,D13AA,D1332
E8E6D,E8D02,E8EE6
D14DE,D13F3,D1345
E8CDC,E8CAD,E8CD2
D13D6,D1551,D13CF
E8F30,E8F01,E8E09
D1365,D152A,D13E0
E8EFE,E9008,E8FC7
D15AC,D13CD,D13C7
E8DF9,E8E10,E8E48
D11E0,D10DB,D1017
E8B34,E8A43,E8CBB
D1084,D1135,D1113
E8B3C,E8D27,E8AD8
D1075,D1079,D1220
E8BC2,E8CB5,E8C12
D12A8,D12C6,D1064
E8A6F,E8B4A,E8ADE
D1217,D126D,D1110
E8C11,E8BA5,E8BA6
D120E,D104E,D1185
E8A23,E8C0D,E8AFF
D1033,D0F47,D0FD8
E8BAC,E8A0F,E88E6
D0F81,D0FA6,D103F
E896D,E8A1C,E8ACF
D10C7,D108C,D1042
E8B72,E8A55,E8C6C
D12F2,D12BA,D101E
E8BBB,E8C32,E8AE2
D0DED,D0F68,D0F4C
E8B27,E8C26,E8A5E
D10E8,D0FE7,D0DB2
E8CF1,E8B46,E89C0
D109D,D10F3,D1278
E89DF,E88F5,E8A35
D0E8C,D0EE0,D0DF8
E8822,E88D2,E88BC
D0DDD,D0EBD,D0CC2
E8790,E8773,E878D
D0D69,D0E66,D0D68
E8A71,E88FD,E88EC
D1047,D11EE,D10CF
E89A8,E8A5D,E8B5A
D11E7,D1117,D0FBA
E8B27,E8B81,E89F2
D1081,D0FE5,D0F7D
E899B,E8B25,E89D5
D10B0,D0E59,D10AA
E8ADE,E8A45,E8905
D0E13,D1012,D10D4
E87EB,E87F5,E895D
D0DA3,D0F07,D0EE4
E89BE,E8A17,E8793
D0F4B,D0EB8,D0E3A
E8941,E86FC,E89DE
D0FE0,D0E6C,D0F9E
E8AFD,E8982,E88D0
D0F39,D0FAE,D0EC0
E884A,E88F0,E8873
D0EF2,D0EAB,D0CAF
E88EB,E8825,E88E2
D0F32,D0F7A,D0E0D
E8A29,E8955,E8960
D0F62,D0E12,D0FAB
E8704,E8AB3,E8974
D0E06,D0D7F,D0F35
E877A,E891E,E87A1
