{'CALIB_RAW_DAC_START_I': 163840, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 0, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
EFBFD,EFBCA,EFC9C
DDA52,DDC45,DDB7E
F55A0,F567C,F561B
DDC21,DDBEB,DD911
F5627,F5618,F5773
DDED1,DDC90,DDA89
F56F8,F562C,F5780
DDF28,DDECD,DDD30
F5678,F578C,F5973
DDD94,DE02C,DDE51
F58BB,F581E,F5852
DDF68,DDE2E,DDED4
F5868,F57FA,F5810
DDCDA,DDEEF,DDCE4
F56E3,F5830,F579A
DDE59,DDD09,DDC37
F56B7,F5752,F56C9
DDE24,DDE3F,DDC2E
F574F,F5719,F572E
DDCC4,DDCF3,DDDA9
F564C,F5649,F553D
DD94F,DD9A1,DDA4D
F5308,F52E3,F53DE
DD999,DDA8C,DD9E3
F547E,F53C1,F5681
DD98F,DD9B6,DDA65
F5376,F5527,F5490
DDAEC,DDB55,DDB42
F56B0,F55E5,F56BF
DDBA5,DDCDA,DDBCC
F5489,F550B,F5419
DDB21,DD96D,DDB80
F5556,F547C,F5693
DD907,DDAA3,DDA7B
F5434,F543B,F54CF
DDC93,DDA6E,DDA8B
F54B6,F56DE,F55DC
DDC35,DDB40,DDAE7
F5447,F54BD,F5511
DDB92,DD90F,DDB32
F542D,F547A,F54F3
DD8BE,DD9BF,DDB60
F56DC,F5482,F5464
DDBA5,DDA60,DDBB9
F575D,F56CB,F55F2
DDA82,DDA8E,DDB32
F56CD,F566C,F5797
DDAF7,DDBD2,DDB28
F56C1,F55FE,F54AF
DDC2E,DDB91,DDC4B
F5738,F565C,F5554
DDBDB,DDCE5,DDEEB
F54C9,F5659,F57DB
DDBD8,DDB82,DDEC1
F5756,F57A4,F5766
DDFB9,DDD7F,DDE0C
F57F3,F59DA,F5927
DDD3C,DDE10,DDF0B
F5736,F5908,F592D
DDFCB,DDE50,DDECF
F589D,F59C6,F58BB
DDED2,DE01C,DDED2
F5B09,F582E,F5A7B
DDCDD,DDE73,DDF5D
F5636,F585E,F5A28
DDD38,DDF03,DE11C
F59E9,F59FD,F5865
DDEDD,DDEC6,DDF41
F59E3,F5B71,F5997
DE012,DDFFA,DE01E
F594F,F5A19,F5ACC
DE168,DE05A,DDF0F
F58F8,F5A09,F5B59
DE164,DDED1,DDFA2
F594B,F59B5,F59F1
DDEDB,DDEEE,DE038
F595B,F5ABC,F5BD8
DDF1B,DE121,DE018
F5BF9,F5A82,F59A9
DE1A2,DE16C,DDDB9
F5A19,F5AFB,F59FE
DE270,DDFB7,DE18A
F58CB,F575B,F58E7
DDE40,DDFC2,DDEDD
F4A8C,F4B04,F49A6
DDFE3,DDE1F,DDF81
F5ACB,F5B6A,F5B61
DDFA4,DDE77,DDF0F
F59B5,F5AAC,F5B06
DDF37,DE13E,DE011
F5A79,F588C,F5A3C
DE05E,DDED6,DDF31
F599E,F59AF,F5A01
DE200,DE18C,DDFD6
F5C4E,F5C86,F5BB9
DE051,DE07C,DE03D
F5B25,F5BEE,F5AEE
DE173,DE0D7,DDFF5
F5AAE,F5B74,F5A6D
DE1BC,DE25F,DE315
F5ADC,F5BF9,F5BA7
DDFA5,DE100,DE171
F5A85,F59F9,F5AB8
DE0F1,DDFB4,DE143
F5BA9,F5E4C,F5D01
DE370,DE2CA,DE15E
F5CD2,F5B8C,F5D2D
DE1B0,DE12D,DE394
F5B5E,F5E1E,F5E34
DE29D,DE10D,DE0C6
F5BDF,F5C51,F5B4C
DE1E5,DE301,DE1FE
F5B5F,F5C3D,F5CE9
DE2A6,DE2D9,DE2DB
F5E45,F5C39,F5CE7
DE147,DE26B,DE244
F5D44,F5E19,F5CA7
DE206,DE18B,DE31A
F5EAB,F609D,F5BCB
DE154,DE215,DE38C
F5D50,F604A,F5F56
DE35C,DE258,DE243
F5E72,F5EF1,F5D49
DE3B2,DE412,DE2A2
F5E31,F609B,F5CC3
DE518,DE459,DE607
F6119,F5EBC,F5D56
DE3CE,DE4FA,DE49C
F6054,F5E76,F5FE3
DE555,DE432,DE345
F5F0A,F5E72,F5D43
DE347,DE4FA,DE48F
F5F35,F60B3,F5FE5
DE4E6,DE595,DE691
F5FE7,F5FB5,F5FF7
DE4B4,DE448,DE6DE
F5EAC,F5FC7,F60CE
DE5D5,DE4FC,DE564
F5F96,F5E4B,F5F70
DE5F3,DE2FD,DE6EB
F5F90,F61E4,F5FD7
DE54C,DE6C0,DE597
F5F05,F5EF5,F608D
DE6C5,DE5B7,DE48A
F60E8,F5FF6,F62E6
DE58C,DE5B2,DE7D3
F607E,F6217,F6234
DE720,DE755,DE771
F5F5D,F612B,F61AC
DE42E,DE2D8,DE388
F5C35,F5D41,F5DB9
DE2D7,DE2C0,DE3A8
F5CA2,F5CF1,F5C66
DE2C1,DE302,DE42F
F5BD1,F5E69,F5D89
DE41D,DE0E8,DE3F1
F5D94,F5EC9,F5DF8
DE2E2,DE454,DE3D7
F5F1B,F5B3B,F5CBE
DE237,DE1B1,DE3D1
F5BA1,F5D4E,F5EFA
DE25B,DE3E8,DE167
F5CEA,F5F69,F5D7E
DE267,DE0B5,DE1D2
F5E58,F5D87,F5BBB
DE257,DE271,DE3A4
F5D25,F5FBD,F5EA5
DE55E,DE5E8,DE609
F5F69,F5F1E,F5E4D
DE5BB,DE455,DE4BE
F6051,F5EFA,F5EA9
DE4B1,DE53F,DE429
F5D48,F5E1C,F5E22
DE373,DE51E,DE355
F5DD8,F5FFB,F5F0E
DE42D,DE5C2,DE2EB
F5F4D,F5E96,F5E8D
DE42D,DE2C4,DE457
F5FD7,F5E28,F5FA1
DE4B6,DE36D,DE32F
F5E3C,F5F9A,F5DF7
DE4D4,DE58B,DE660
F5F5A,F5EEA,F5E36
DE660,DE508,DE59D
F6043,F5E36,F5F46
DE673,DE51D,DE493
F5E3F,F5FB8,F5FAA
DE6FC,DE5DD,DE476
F6092,F60B9,F6285
DE598,DE6A5,DE6AD
F60E0,F60A5,F6104
DE693,DE7AE,DE7BF
F6227,F6032,F625C
DE6AF,DE40C,DE6C1
F6171,F5F76,F6024
DE7E4,DE80E,DE881
F6384,F61CC,F6399
DE8A5,DE7F2,DE623
F6248,F6149,F61D7
DE900,DE6A3,DE870
F60C4,F61C4,F6184
DE666,DE7AD,DE6D8
F6141,F60DE,F60E2
DE8AC,DE693,DE540
F61B1,F6187,F61E9
DE826,DE73C,DE6B1
F619C,F5FFC,F61B2
DE6A9,DE764,DE72B
F6292,F6002,F6245
DE970,DE838,DE807
F61D3,F616C,F6160
DE5F5,DE806,DE7C8
F474C,F47C1,F48C7
DE7BC,DE83A,DE876
F647A,F61F8,F617C
DE70F,DE723,DE90D
F6134,F625E,F636E
DE6FB,DE812,DE763
F6313,F62D0,F647E
DE887,DE901,DE657
F6481,F633D,F6392
DE94A,DE893,DEA21
F62E7,F6252,F6388
DE890,DE5CE,DE9D3
F60E9,F6198,F6293
DE78C,DE830,DE956
F6329,F63F7,F6303
DEAD7,DEAB5,DE91B
F6355,F656B,F640C
DEC18,DE9F9,DE96C
F649D,F6518,F64B2
DEBF1,DE994,DEADD
F6511,F662F,F6492
DEAF4,DE9AE,DE936
F6348,F659C,F63AF
DEA31,DEAD7,DEA43
F63A3,F65DF,F6383
DEB37,DEBB5,DEB6C
F661C,F65EC,F66F0
DE9ED,DEABB,DEADE
F6499,F6467,F67E1
DEB3F,DEB0D,DEC3D
F65AC,F6669,F65E8
DE9C8,DE9F8,DEA3D
F62DE,F6433,F63DD
DEC2A,DEC05,DEAF8
F6790,F6565,F6636
DED4F,DED03,DED27
F67B3,F6896,F65CC
DEE8D,DEDB1,DEC18
F65AD,F64F4,F6686
DEC97,DEB3C,DECD8
F6806,F6912,F675C
DEC5D,DED3B,DEC76
F6698,F6624,F669C
DED3E,DEBD8,DECBA
F6758,F66DE,F6666
DEBB1,DED0E,DEE86
F67C6,F656F,F6797
DEC9F,DEB3A,DED24
F68DC,F66A5,F6826
DEF43,DEE08,DEC1D
F67DF,F663D,F686B
DEDE6,DEC07,DEE1B
F6821,F682B,F66E6
DEDCE,DECDB,DEE3D
F6712,F6899,F6886
DEDE6,DEC59,DECCA
F67D9,F66C0,F671C
DED46,DEBCC,DEC8D
F68BE,F6746,F65EB
DEE19,DEEF8,DEDA8
F6903,F67A2,F68E9
DEE7F,DEBD5,DECEE
F6753,F67A1,F6975
DEEC0,DEED4,DF01D
F67E7,F6947,F68C2
DEAEC,DEAF2,DEAB6
F6497,F635E,F65FF
DEB22,DED66,DED9A
F6755,F675B,F67A5
DECCF,DEDE8,DEAB2
F6728,F6526,F6689
DEB87,DED82,DED27
F64F5,F6679,F66DB
DEBD5,DEC45,DED76
F6711,F6687,F684C
DEB49,DEC6B,DECA4
F67B7,F6825,F691A
DEAC5,DED64,DECF8
F6544,F668B,F665D
DED22,DED3F,DED0B
F67C1,F65FA,F673A
DEC0A,DEDCF,DEC24
F6636,F6829,F67F5
DEED8,DED92,DEC95
F66C4,F6733,F665D
DED76,DEC72,DEBC6
F6783,F6524,F6621
DEB07,DEA7B,DEA12
F64F7,F663D,F66A0
DEBF6,DEBD5,DED12
F670A,F665D,F65F3
DECE4,DEBDE,DED2F
F682E,F668F,F66DC
DEC8A,DEAC5,DED52
F6474,F671F,F667E
DEDCB,DEBA0,DEBE0
F6510,F64E3,F65D8
DEC60,DEC56,DECB4
F6716,F6629,F6617
DEBD5,DECE1,DEC91
F68AA,F6720,F689D
DEBA1,DED63,DEC44
F65BB,F66E0,F6750
DED8D,DEDA8,DEC97
F6818,F6758,F68BE
DEC87,DED7B,DEDD2
F6740,F6993,F686E
DEFA5,DEC72,DEE22
F68D8,F69FE,F67F4
DED93,DECF0,DEF0C
F68EB,F67F0,F68A6
DECE4,DED29,DEE47
F692B,F6B50,F69E3
DEF6F,DEC9B,DEFB7
F69D1,F6927,F6851
DEFEF,DEFE9,DEF13
F68DC,F6864,F6901
DEF82,DEDFA,DEE01
F69A1,F6767,F6779
DEF81,DF023,DF026
F69C3,F69E9,F6A4F
DEE39,DEF6D,DEEAC
F66F5,F681D,F693A
DEDDE,DEF55,DEE89
F69F6,F69DD,F68D4
DEEFD,DEF76,DEFD6
F6B12,F6880,F6A0F
DEED2,DEE0D,DEF4F
F5AE2,F5AE3,F59F1
DF143,DF140,DF09B
F6941,F6A14,F6A6F
DEFB0,DF07B,DF0FB
F6965,F6AAC,F6B6D
DF06B,DEF65,DEFA5
F6A98,F6A33,F69B4
DEFB7,DF0B1,DF151
F68D1,F6A0C,F69F3
DF05A,DF04E,DF05F
F6B19,F6B58,F6B3D
DEEDF,DF0AF,DF0F9
F6B9E,F6C5F,F6A79
DF185,DF0CD,DF0B6
F6B5D,F6A17,F6E1E
DF1D0,DF310,DF12E
F6BF4,F6C93,F6CD7
DF163,DF30B,DF1E5
F6BF4,F6D8B,F6CAC
DF121,DF234,DF16F
F6B82,F6CB7,F6CC7
DF166,DF10C,DF029
F6BCF,F6D62,F6D8C
DF236,DF144,DF2C2
F6C5D,F6C90,F6F8D
DF165,DF27F,DF17A
F6B96,F6D17,F6B9C
DF23E,DF112,DEF81
F6E9B,F6DA0,F6D33
DF48C,DF202,DF350
F6C2A,F6E08,F6D01
DF2D9,DF3FA,DF070
F6CA6,F6CA6,F6D76
DF5C1,DF54A,DF42A
F6E87,F6D95,F6F0F
DF3D5,DF21F,DF559
F6DF3,F6E11,F6EAC
DF33D,DF43A,DF53D
F6E34,F6E26,F6EA4
DF636,DF59E,DF42A
F6E7C,F6F12,F6E88
DF5A9,DF51A,DF3CC
F6FF0,F6EF6,F6F3C
DF6AE,DF687,DF59D
F70B9,F7046,F7020
DF511,DF491,DF712
F6E04,F6E0F,F6E82
DF33E,DF4C8,DF3CA
F6F17,F706C,F6FF1
DF5E3,DF47B,DF4F8
F7066,F6F50,F6E8F
DF646,DF54D,DF5BC
F6FDE,F6FFE,F7176
DF6A0,DF6D7,DF586
F6D98,F6ED2,F7003
DF55B,DF4EB,DF502
F6E09,F6F50,F6FBF
DF7F3,DF7DE,DF5E3
F713E,F7193,F6F24
DF892,DF43B,DF5DC
F7163,F6FF0,F7085
DF709,DF640,DF5B9
F708A,F7149,F70D4
DF6A6,DF453,DF574
F6F21,F710B,F7007
DF1D3,DF185,DF31C
F6B0F,F6D9E,F6B9E
DF294,DF249,DF35E
F6D7D,F6C14,F6D30
DF353,DF348,DF158
F6CD4,F6E4C,F6E2E
DF224,DF3CF,DF369
F6D92,F6E91,F6C60
DF45A,DF2C2,DF3F4
F6DF8,F6DA4,F6DDF
DF404,DF3B1,DF207
F6EA4,F6E2A,F6EF8
DF3E0,DF4D1,DF4F2
F6EA7,F6FC0,F6F60
DF4D8,DF3B6,DF3C2
F700C,F6F0F,F6D70
DF4F0,DF26E,DF293
F6F3D,F6FAE,F6F4C
DF554,DF53F,DF42E
F6F06,F6F3D,F6E4E
DF535,DF401,DF400
F6EE5,F6EBE,F6F3D
DF4E7,DF434,DF42E
F6E66,F6EDF,F6E18
DF453,DF6A8,DF37F
F706A,F6F89,F6ECE
DF329,DF4EF,DF5AD
F6F2C,F6EA2,F703B
DF479,DF4AF,DF402
F71B5,F701F,F6E0A
DF4E3,DF2F9,DF20F
F6E37,F6F0B,F6E3E
DF59C,DF59D,DF44E
F6F84,F70D3,F7081
DF72A,DF66A,DF5AA
F6F62,F713C,F7070
DF691,DF5D6,DF564
F7246,F708F,F6F7D
DF5E1,DF5DF,DF5FE
F704D,F7034,F70D2
DF7C9,DF807,DF666
F717C,F71FB,F717F
DF65E,DF761,DF69B
F725E,F732B,F72B2
DF7A9,DF896,DF7CF
F72B0,F71C7,F7296
DF680,DF7A4,DF6E3
F714D,F730A,F72AD
DF718,DF69F,DF627
F72C6,F726E,F7163
DF7F2,DF692,DF4E5
F728D,F7221,F719C
DF89A,DF6C3,DF760
F714E,F733D,F70C6
DF828,DF6BF,DF79D
F70A0,F7412,F71AF
DF8A9,DF793,DF9EC
F732A,F7182,F71A3
DF9EB,DF799,DF7C9
F719F,F73E6,F74B6
DF8C7,DF82E,DF7EB
F72D2,F73BC,F7491
DF8BB,DF8EC,DF9F2
F64EB,F658F,F66CD
DEC97,DEBD9,DEC24
F687B,F661C,F65B2
DEC18,DEC07,DED40
F6884,F6697,F674F
DEDAD,DEC49,DEBEC
F673C,F66A7,F67C0
DED77,DED22,DEC79
F65C1,F67AE,F681E
DEBC3,DED67,DEBEA
F6818,F67DE,F661A
DEBF1,DEE5C,DED41
F6918,F68C1,F673C
DEDAF,DED03,DEABB
F684A,F685C,F64AA
DEBF3,DECA6,DED74
F67E6,F680A,F69A6
DEDDC,DEF6E,DED03
F65E7,F6869,F68EE
DEDE7,DEE8E,DEFD3
F69B6,F6921,F6758
DEEB6,DED26,DEDB4
F6851,F694D,F683D
DEE4F,DEDEE,DEDF1
F68BD,F67F2,F6AFF
DEED0,DEF78,DEE2E
F6981,F6908,F68B1
DEDFB,DEEA2,DEE9F
F696D,F68DE,F688F
DEF55,DEEC3,DED8A
F69DA,F68A4,F6AEC
DEE08,DEE88,DEF7C
F6AB1,F6A39,F6965
DF1FE,DEF68,DF111
F6A27,F6A5C,F6B21
DF056,DF055,DF016
F690B,F69DD,F69DC
DEFAD,DF064,DEFAA
F68E9,F6A50,F6A12
DEF45,DEF70,DEF30
F68E6,F6B37,F6A36
DF0D3,DEC5C,DF065
F6ACA,F6AEC,F6973
DF027,DEFC0,DF08E
F6B71,F6C67,F6BB4
DF0AE,DF187,DEF94
F6983,F6B54,F6B93
DF1D0,DF241,DF0FE
F6CDD,F6D92,F6C3E
DF129,DF197,DF0E5
F6975,F6A6B,F6C19
DF0E8,DF002,DF222
F6989,F6B15,F6ADB
DF13B,DF0A5,DF08A
F6992,F6C62,F6A7B
DEF9A,DEF7F,DEFDE
F6B67,F6D26,F6B87
DF092,DF0BC,DEF16
F6CA4,F6CBD,F6D17
DF12A,DF1D6,DF28B
F6CA7,F6C4F,F6ABE
DEFC8,DF284,DF1D3
F6B45,F6B33,F6BDD
DEFEA,DF05A,DF082
F69F1,F6A60,F6B01
DEDF8,DEC89,DED12
F6858,F683F,F6961
DEC01,DEDA1,DED28
F66FC,F65B9,F6863
DEE84,DEC1F,DEE11
F66FD,F69E8,F6991
DEE0E,DEE31,DF056
F6999,F6724,F68DD
DED32,DED90,DED64
F6997,F693F,F6A83
DEF86,DEF77,DEFA3
F6948,F685C,F6A68
DEDF1,DEDFC,DEC0A
F69C1,F6887,F684F
DED58,DEE93,DEF93
F6A0F,F6A58,F69AA
DEF3B,DEE05,DEDFE
F68F6,F6830,F6967
DEF5A,DEE68,DEED1
F6786,F691C,F6996
DEE7E,DEECC,DEED4
F67F7,F67B1,F6933
DEFBB,DEE5B,DF004
F6A6F,F6B64,F6B21
DEE37,DEF36,DEDD2
F68B1,F6ABB,F6B2D
DF005,DEF96,DEFBB
F6ACF,F6915,F69E2
DF04A,DEF74,DF127
F67F1,F69EA,F6A37
DEE5C,DEFED,DF099
F6B2B,F69F9,F6968
DF126,DF22E,DF129
F6A86,F6CA7,F6C1D
DF3BA,DF35A,DF1F6
F6BA3,F6CE5,F6BD3
DF2D5,DF0C0,DF159
F6C9B,F6B9D,F6C88
DF0D9,DF161,DF017
F6CF7,F6DB7,F6D64
DF235,DF1E3,DF1BB
F6BCA,F6B9C,F6D55
DF288,DF0B3,DF25A
F6B54,F6C18,F6D2A
DF07C,DF3B0,DF2DB
F6D51,F6E18,F6D3E
DF19F,DF2E4,DF1C0
F6C11,F6D15,F6EA1
DF1B8,DF2A6,DF560
F6E4E,F6F62,F6D0B
DF1C5,DF3FD,DF281
F6E86,F6D28,F6F06
DF35A,DF303,DF2BB
F6EAB,F6DBA,F6BBE
DF5C7,DF361,DF499
F6D49,F6B66,F6D93
DF42A,DF4AB,DF3D4
F70A0,F6E11,F6CA6
DF219,DF33C,DF331
F6D49,F6E3D,F7018
DF5F0,DF477,DF4A5
F6E35,F6EA4,F6E85
DF3FC,DF177,DF458
F5EC7,F5E5A,F5E03
DF4FB,DF5D1,DF56B
F6F7F,F701F,F6EE2
DF5EA,DF4EC,DF427
F6F32,F6E31,F7019
DF37B,DF44F,DF520
F6E9E,F6DC0,F6D41
DF594,DF4D6,DF4E7
F6E52,F6DF8,F703A
DF5E9,DF46C,DF33B
F6D6E,F6E94,F6F76
DF423,DF3DD,DF58D
F7073,F6DB8,F6FA4
DF59A,DF4AE,DF499
F6FEE,F6EC9,F7016
DF46F,DF52A,DF49F
F6F37,F6E19,F6FC8
DF37C,DF542,DF47D
F6E9B,F6FEE,F6F5B
DF500,DF510,DF4B3
F6EBC,F6E52,F712F
DF73A,DF627,DF6CF
F714D,F710B,F6F7F
DF6EA,DF75C,DF672
F7189,F6F4B,F6ED7
DF551,DF3D6,DF507
F6F91,F702A,F701D
DF4FD,DF641,DF6CC
F707B,F70C0,F70B2
DF7CD,DF764,DF612
F71E8,F714C,F71C0
DF626,DF661,DF4A4
F6EB1,F70AB,F70C5
DF88B,DF936,DF8EF
F7020,F7262,F7190
DF940,DF755,DF79C
F73F9,F744B,F71DF
DF7B7,DF877,DF69D
F6F92,F7290,F726F
DF7F5,DF74B,DF80A
F6EF4,F70D3,F723C
DF89B,DF841,DF7A2
F72F7,F7229,F7175
DF70F,DF4A9,DF6B4
F7281,F702F,F7329
DF719,DF884,DF6CF
F72D0,F712B,F7399
DF824,DF7C6,DF7FF
F740C,F7280,F73AE
DF961,DF8D6,DF7CB
F72E6,F73B9,F7240
DFA9D,DF9DB,DF8EE
F73D3,F7359,F735F
DF96C,DF778,DF789
F7093,F71E1,F73C9
DF9E4,DF953,DF952
F713F,F732B,F714B
DF78E,DFA72,DF7F2
F75E5,F7471,F75A4
DF9C5,DF81F,DFA10
F7242,F7399,F737F
DF986,DF9E0,DFA09
F751B,F7375,F7395
DFA3F,DF9A0,DF962
F73BF,F72EA,F72DD
DF50D,DF45B,DF799
F7117,F70BB,F6F90
DF878,DF4F1,DF514
F7307,F7251,F71D8
DF84D,DF755,DF5A0
F7265,F70F4,F715B
DF66F,DF669,DF763
F70E2,F7184,F711A
DF76A,DF667,DF67D
F72BD,F70DD,F715D
DF845,DF739,DF92C
F7155,F739A,F720A
DF80D,DF80E,DF69C
F728C,F70CC,F732D
DF765,DF7A3,DF832
F7218,F7251,F7502
DF753,DF8F3,DF86D
F71FA,F73AA,F73C3
DF829,DF688,DF927
F7265,F7461,F7397
DF975,DF75B,DF992
F727A,F743F,F7270
DF9C4,DF73F,DF97E
F723B,F7317,F7388
DF785,DF82A,DF87F
F70BF,F7301,F71A0
DF9BC,DF726,DF771
F7375,F73C8,F7190
DF971,DF896,DFAB9
F73F3,F72DD,F731C
DF95D,DF816,DF914
F739E,F72B1,F73F7
DF84F,DF7D7,DF8EE
F743F,F7522,F72EE
DFA91,DF9C6,DF9F0
F753F,F73C4,F7532
DF961,DF8E8,DF99F
F74A1,F7516,F749B
DFBDA,DFA13,DFA3C
F744B,F7694,F766C
DFAEA,DF878,DFAEA
F7544,F75BB,F75C7
DF97B,DFAD8,DFA6E
F7456,F75D3,F7645
DFC19,DFD54,DFB7C
F7410,F768A,F76A8
DFBEC,DFB42,DF964
F76A5,F754D,F7664
DFD93,DFD4C,DFB19
F7670,F7620,F7546
DFC17,DFB7B,DFB40
F756B,F774D,F7718
DFB3D,DFAD9,DFA80
F76B7,F778A,F745D
DFA7D,DFA6B,DF97B
F771C,F75ED,F770B
DFAC5,DFAA1,DFB4E
F766D,F76DB,F7444
DFDE9,DFA18,DFBD3
F7828,F775E,F775A
DFB6F,DFC6E,DFB0E
F75E7,F782B,F77AF
DFCFB,DFCDC,DFD23
F5A56,F5D51,F5D9B
DFB91,DFC33,DFC4D
F786F,F793B,F7803
DFD81,DFDAC,DFEB7
F7918,F76ED,F7794
DFF23,DFD1B,DFECC
F783E,F779F,F778A
E0025,DFC3E,DFEDE
F781C,F79B6,F77AC
DFC55,DFCD0,DFF78
F77F4,F7935,F7951
DFD82,DFF2F,DFE36
F797A,F7798,F789E
DFF41,DFF1A,DFEC4
F7839,F7783,F7809
DFD5E,DFDC9,DFE90
F7B30,F78AA,F78CB
DFE2E,DFE07,DFE4D
F7882,F791C,F77EC
DFEF2,DFF8C,DFFD7
F78C5,F7906,F7835
E0082,DFDC9,DFF72
F77B2,F7844,F7719
DFF99,DFDEB,DFFFC
F7999,F782F,F7814
DFE2C,DFFFE,DFF85
F795B,F7997,F7942
DFE71,DFF90,DFFA7
F7989,F78E6,F78A4
DFDC8,DFE59,DFE55
F79DC,F782E,F7722
DFF1E,DFD23,DFEEB
F795A,F785B,F7791
E00EB,E0069,DFFA3
F79B1,F7A59,F7AA6
E0032,DFE80,DFE57
F79BD,F7A4E,F7B26
DFEBC,DFE6B,DFE32
F7A67,F795F,F7A0E
E01E4,E0192,DFEF1
F79CD,F7AA8,F7AD8
E0067,DFFAA,E01B9
F7AEF,F79E9,F7A8A
E0232,E0145,E0025
F7B9B,F7BBC,F79B9
DFF1B,E006A,E00AB
F7927,F7A16,F7BE5
E01C7,E0042,E00F4
F7E1E,F7C76,F7CBF
E00C9,E035D,E0042
F7BA6,F7C97,F7C39
E019D,E01E1,DFF15
F7A42,F7AEF,F7B9E
E0129,E00D3,E00E2
F7B57,F7ACF,F7B77
E0199,E01CB,E0182
F7B22,F7B38,F7A69
E01F3,E01FE,E0122
F7C35,F7AD5,F7BA8
E016D,E01D2,E01DC
F7CE1,F7B16,F7C95
E025D,E01CF,E0156
F7EC4,F7CCB,F7D5F
E0207,E0137,E0204
F7C64,F7B6A,F7B54
DFF9B,DFD87,DFF0F
F782D,F7812,F78F6
DFDF7,DFF01,DFEC4
F7885,F7B50,F79B3
DFEA0,E0070,DFEDD
F7768,F7A75,F7824
DFED7,E011B,DFE02
F785D,F7998,F792E
E0001,E008D,DFFC1
F7B05,F791E,F7979
DFD5C,DFE93,E0150
F7B15,F7C44,F797A
E00E7,DFF3D,DFF99
F7B9D,F7A7A,F7A97
E003E,DFFD9,E0075
F7B2D,F79CA,F7B85
E006E,DFF92,E006C
F7BA9,F7B95,F7B2C
E0139,E0011,E0071
F7AF5,F7B1B,F7A4C
DFFDF,DFD7A,E0053
F7AEB,F7AC8,F7889
E0034,DFFA7,DFED6
F7BA9,F7C6F,F78E6
E0146,DFEFD,DFF6A
F7AEE,F7A30,F7A48
E00B9,E0144,DFFC2
F7C96,F7CAE,F7CE9
E01CB,E0043,E0067
F7BBA,F7C82,F7AFB
E021A,E0048,E01BE
F7B5C,F7AC9,F7AD9
E0286,E007C,E0316
F7E66,F7D38,F7DEC
E038C,E037B,E0296
F7BEE,F7CC1,F7B32
E01DD,E039A,E0118
F7C70,F7BD7,F7D01
E029B,E028E,E02B5
F7E76,F7D3C,F7CC5
E034F,E016A,E023A
F7D44,F7C7B,F7C15
E02A3,E0450,E02A6
F7CE3,F7CF3,F7DA4
E0212,E037A,E018B
F7D9E,F7D32,F7E3B
E01D2,E01E8,E015C
F7EC3,F7C6E,F7EF2
E02D1,E026C,E0370
F7D03,F7DEB,F7F26
E03E5,E0273,E03D2
F7F27,F7E5A,F7ECD
E0314,E061F,E04AA
F7ED7,F7ED0,F7E95
E0433,E0414,E0244
F7F2A,F7E85,F7E7B
E0359,E030E,E02C3
F7C91,F7F3B,F7F44
E0414,E03F1,E04AA
F7DC0,F7C3A,F7C42
E03C8,E03EA,E04A5
F7F41,F7DD0,F7E9E
E0586,E05C4,E04C2
F6FEE,F7126,F7258
E03F0,E03CC,E059F
F7F69,F7FEB,F7DBC
E0428,E046E,E0570
F8254,F7EE7,F7F19
E05A4,E0377,E03C1
F7FED,F7ECF,F7F2F
E05C4,E0685,E060E
F7D4A,F7DFD,F7F98
E05ED,E03E3,E0454
F7EEA,F7FB7,F806A
E061D,E05B1,E043D
F8116,F7DC4,F8074
E05D3,E05C9,E0653
F7FA4,F7F5B,F8157
E0535,E065A,E0491
F80CF,F812D,F804D
E0562,E06B0,E045C
F7F1D,F7F77,F800A
E0547,E0648,E0648
F80F4,F7F96,F811E
E05C5,E0588,E0569
F80FE,F7F71,F80C0
E0683,E054C,E06E3
F80C7,F7EC8,F7F29
E074E,E05FD,E061F
F7EBC,F7FE7,F8049
E054F,E04D3,E0441
F80B6,F800D,F7F24
E0442,E0351,E06CC
F7EEA,F7F40,F7FE1
E0629,E05B0,E0455
F7E4D,F7EFF,F7E2F
E05D8,E04E1,E0637
F81FF,F7FCA,F80E8
E07BF,E0573,E069A
F8096,F8321,F81F4
E08B7,E075C,E060E
F80C0,F8119,F81BF
E06D0,E07C6,E067D
F8225,F82C3,F81E2
E0789,E0801,E0828
F8295,F82A6,F8143
E08F0,E07E7,E090B
F82DF,F8317,F83F9
E06F5,E0760,E0792
F8299,F827B,F826F
E0871,E08C1,E06A5
F841F,F83AA,F8378
E0936,E06CA,E0864
F8278,F820A,F81E7
E0830,E09AE,E0877
F8316,F8330,F8207
E09F2,E0AF6,E0923
F841D,F840C,F8444
E0831,E0A9A,E089A
F84AA,F837D,F83D5
E088E,E0934,E08C1
F809D,F83B6,F8395
E0835,E0809,E0825
F81DD,F8248,F83A2
E0863,E09F9,E08CE
F83A4,F8381,F8345
E08A0,E0895,E0757
F8204,F841F,F8333
E06C4,E068B,E04A2
F814F,F80A3,F8136
E0532,E06B2,E0662
F7FF7,F8070,F7F7A
E053D,E05BB,E070A
F7FEC,F7F0D,F7EE0
E06D5,E05DB,E093A
F805B,F80BE,F8196
E05BA,E05FC,E0513
F8027,F8212,F7FEF
E052E,E06F7,E077E
F7FC2,F81E6,F80B2
E0392,E0747,E057A
F7F96,F8040,F7EC9
