0	0	1380731
0	4095	988111
0	0	1381063
0	4095	988407
0	0	1380960
0	4095	988694
0	0	1380685
0	4095	989396
0	0	1380845
0	4095	989186
0	0	1380990
0	4095	989199
0	0	1381010
0	4095	988632
0	0	1380984
0	4095	988816
0	0	1381252
0	4095	989002
0	0	1381207
0	4095	988908
0	0	1380995
0	4095	988879
0	0	1380875
0	4095	988643
0	0	1381042
0	4095	988786
0	0	1381297
0	4095	989153
0	0	1381281
0	4095	988911
0	0	1381316
0	4095	988957
0	0	1381036
0	4095	988758
0	0	1381155
0	4095	989071
0	0	1380930
0	4095	988966
0	0	1381114
0	4095	988715
1	0	1381007
1	4095	1781604
1	0	1381400
1	4095	1780722
1	0	1381707
1	4095	1781615
1	0	1381169
1	4095	1780706
1	0	1381136
1	4095	1780737
1	0	1382018
1	4095	1781427
1	0	1381543
1	4095	1781313
1	0	1381449
1	4095	1781270
1	0	1381128
1	4095	1781040
1	0	1381921
1	4095	1781564
1	0	1381333
1	4095	1780329
1	0	1381310
1	4095	1781236
1	0	1381663
1	4095	1780807
1	0	1381074
1	4095	1781559
1	0	1381646
1	4095	1781473
1	0	1381396
1	4095	1781030
1	0	1381438
1	4095	1781305
1	0	1381543
1	4095	1781259
1	0	1380760
1	4095	1780737
1	0	1381047
1	4095	1780905
2	0	1287668
2	4095	893614
2	0	1288101
2	4095	893459
2	0	1287545
2	4095	893551
2	0	1288064
2	4095	893540
2	0	1287813
2	4095	893296
2	0	1287986
2	4095	893342
2	0	1288215
2	4095	893619
2	0	1288017
2	4095	893797
2	0	1287857
2	4095	893143
2	0	1287503
2	4095	893729
2	0	1287709
2	4095	893493
2	0	1288060
2	4095	893649
2	0	1287812
2	4095	893444
2	0	1287666
2	4095	893285
2	0	1288109
2	4095	893427
2	0	1287781
2	4095	893613
2	0	1287656
2	4095	893759
2	0	1287578
2	4095	893034
2	0	1287704
2	4095	893390
2	0	1288003
2	4095	893348
3	0	1287742
3	4095	1688078
3	0	1287724
3	4095	1688022
3	0	1287663
3	4095	1688535
3	0	1287876
3	4095	1688583
3	0	1288017
3	4095	1687933
3	0	1288282
3	4095	1687772
3	0	1288110
3	4095	1687952
3	0	1287991
3	4095	1687754
3	0	1287783
3	4095	1688177
3	0	1288088
3	4095	1688600
3	0	1287956
3	4095	1688338
3	0	1288066
3	4095	1687826
3	0	1288071
3	4095	1688514
3	0	1288033
3	4095	1687887
3	0	1287923
3	4095	1688171
3	0	1288368
3	4095	1688264
3	0	1287965
3	4095	1688330
3	0	1288183
3	4095	1688388
3	0	1288391
3	4095	1688067
3	0	1288166
3	4095	1688625
4	0	-2302446
4	4095	-2698821
4	0	-2302537
4	4095	-2699077
4	0	-2302956
4	4095	-2699213
4	0	-2302973
4	4095	-2699065
4	0	-2303449
4	4095	-2699125
4	0	-2302980
4	4095	-2699275
4	0	-2303247
4	4095	-2699005
4	0	-2303037
4	4095	-2698994
4	0	-2302818
4	4095	-2698829
4	0	-2302956
4	4095	-2698844
4	0	-2302883
4	4095	-2699261
4	0	-2303343
4	4095	-2698671
4	0	-2302988
4	4095	-2698777
4	0	-2303201
4	4095	-2698781
4	0	-2302828
4	4095	-2698802
4	0	-2303191
4	4095	-2699057
4	0	-2303433
4	4095	-2698760
4	0	-2303323
4	4095	-2699066
4	0	-2303478
4	4095	-2698710
4	0	-2303534
4	4095	-2699004
5	0	-2303411
5	4095	-1924455
5	0	-2302829
5	4095	-1924734
5	0	-2302601
5	4095	-1924214
5	0	-2302440
5	4095	-1924500
5	0	-2302782
5	4095	-1924752
5	0	-2302557
5	4095	-1924007
5	0	-2302570
5	4095	-1924579
5	0	-2302428
5	4095	-1925083
5	0	-2302636
5	4095	-1924345
5	0	-2302728
5	4095	-1924742
5	0	-2303076
5	4095	-1924838
5	0	-2302925
5	4095	-1924647
5	0	-2302685
5	4095	-1924523
5	0	-2302955
5	4095	-1924578
5	0	-2302452
5	4095	-1924483
5	0	-2302760
5	4095	-1924188
5	0	-2302489
5	4095	-1924426
5	0	-2302775
5	4095	-1924590
5	0	-2302716
5	4095	-1924446
5	0	-2302517
5	4095	-1924429
